asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes,polymarket_benchmark_conflict,kalshi_benchmark_conflict
doge,doge:1785146400000,1785146400000,1785147300000,2026-07-27T10:00:00Z,UP,YES,,0.0727112,official-venue-resolution,false,false,false,,
eth,eth:1785146400000,1785146400000,1785147300000,2026-07-27T10:00:00Z,DOWN,NO,,1963.07,official-venue-resolution,false,false,false,,
hype,hype:1785146400000,1785146400000,1785147300000,2026-07-27T10:00:00Z,DOWN,NO,,60.048,official-venue-resolution,false,false,false,,
sol,sol:1785146400000,1785146400000,1785147300000,2026-07-27T10:00:00Z,UP,NO,,76.4212,official-venue-resolution,true,false,true,,
xrp,xrp:1785146400000,1785146400000,1785147300000,2026-07-27T10:00:00Z,UP,NO,,1.1073,official-venue-resolution,true,false,true,,
bnb,bnb:1785147300000,1785147300000,1785148200000,2026-07-27T10:15:00Z,UP,YES,,572.36,official-venue-resolution,false,false,false,,
btc,btc:1785147300000,1785147300000,1785148200000,2026-07-27T10:15:00Z,UP,YES,,65294.58,official-venue-resolution,false,false,false,,
doge,doge:1785147300000,1785147300000,1785148200000,2026-07-27T10:15:00Z,DOWN,NO,,0.0727023,official-venue-resolution,false,false,false,,
eth,eth:1785147300000,1785147300000,1785148200000,2026-07-27T10:15:00Z,UP,YES,,1964.95,official-venue-resolution,false,false,false,,
hype,hype:1785147300000,1785147300000,1785148200000,2026-07-27T10:15:00Z,UP,YES,,60.1165,official-venue-resolution,false,false,false,,
sol,sol:1785147300000,1785147300000,1785148200000,2026-07-27T10:15:00Z,UP,YES,,76.504,official-venue-resolution,false,false,false,,
xrp,xrp:1785147300000,1785147300000,1785148200000,2026-07-27T10:15:00Z,UP,YES,,1.1076,official-venue-resolution,false,false,false,,
bnb,bnb:1785148200000,1785148200000,1785149100000,2026-07-27T10:30:00Z,UP,YES,,573.65,official-venue-resolution,false,false,false,,
btc,btc:1785148200000,1785148200000,1785149100000,2026-07-27T10:30:00Z,UP,YES,,65352.85,official-venue-resolution,false,false,false,,
doge,doge:1785148200000,1785148200000,1785149100000,2026-07-27T10:30:00Z,UP,YES,,0.0727465,official-venue-resolution,false,false,false,,
eth,eth:1785148200000,1785148200000,1785149100000,2026-07-27T10:30:00Z,UP,YES,,1969.19,official-venue-resolution,false,false,false,,
hype,hype:1785148200000,1785148200000,1785149100000,2026-07-27T10:30:00Z,UP,YES,,60.3109,official-venue-resolution,false,false,false,,
sol,sol:1785148200000,1785148200000,1785149100000,2026-07-27T10:30:00Z,UP,YES,,76.5837,official-venue-resolution,false,false,false,,
xrp,xrp:1785148200000,1785148200000,1785149100000,2026-07-27T10:30:00Z,UP,YES,,1.1082,official-venue-resolution,false,false,false,,
bnb,bnb:1785149100000,1785149100000,1785150000000,2026-07-27T10:45:00Z,DOWN,NO,,573.39,official-venue-resolution,false,false,false,,
btc,btc:1785149100000,1785149100000,1785150000000,2026-07-27T10:45:00Z,DOWN,NO,,65283.56,official-venue-resolution,false,false,false,,
doge,doge:1785149100000,1785149100000,1785150000000,2026-07-27T10:45:00Z,UP,NO,,0.0727276,official-venue-resolution,true,false,true,,
eth,eth:1785149100000,1785149100000,1785150000000,2026-07-27T10:45:00Z,DOWN,NO,,1965.89,official-venue-resolution,false,false,false,,
hype,hype:1785149100000,1785149100000,1785150000000,2026-07-27T10:45:00Z,UP,YES,,60.3836,official-venue-resolution,false,false,false,,
sol,sol:1785149100000,1785149100000,1785150000000,2026-07-27T10:45:00Z,DOWN,NO,,76.5413,official-venue-resolution,false,false,false,,
xrp,xrp:1785149100000,1785149100000,1785150000000,2026-07-27T10:45:00Z,DOWN,NO,,1.1072,official-venue-resolution,false,false,false,,
bnb,bnb:1785150000000,1785150000000,1785150900000,2026-07-27T11:00:00Z,DOWN,NO,,573.22,official-venue-resolution,false,false,false,,
btc,btc:1785150000000,1785150000000,1785150900000,2026-07-27T11:00:00Z,DOWN,NO,,65201.98,official-venue-resolution,false,false,false,,
doge,doge:1785150000000,1785150000000,1785150900000,2026-07-27T11:00:00Z,DOWN,NO,,0.0727253,official-venue-resolution,false,false,false,,
eth,eth:1785150000000,1785150000000,1785150900000,2026-07-27T11:00:00Z,DOWN,NO,,1963.8,official-venue-resolution,false,false,false,,
hype,hype:1785150000000,1785150000000,1785150900000,2026-07-27T11:00:00Z,DOWN,NO,,60.3716,official-venue-resolution,false,false,false,,
sol,sol:1785150000000,1785150000000,1785150900000,2026-07-27T11:00:00Z,DOWN,NO,,76.5037,official-venue-resolution,false,false,false,,
xrp,xrp:1785150000000,1785150000000,1785150900000,2026-07-27T11:00:00Z,UP,YES,,1.1081,official-venue-resolution,false,false,false,,
bnb,bnb:1785150900000,1785150900000,1785151800000,2026-07-27T11:15:00Z,DOWN,NO,,572.97,official-venue-resolution,false,false,false,,
btc,btc:1785150900000,1785150900000,1785151800000,2026-07-27T11:15:00Z,DOWN,NO,,65125.05,official-venue-resolution,false,false,false,,
doge,doge:1785150900000,1785150900000,1785151800000,2026-07-27T11:15:00Z,DOWN,NO,,0.0726753,official-venue-resolution,false,false,false,,
eth,eth:1785150900000,1785150900000,1785151800000,2026-07-27T11:15:00Z,DOWN,NO,,1960.94,official-venue-resolution,false,false,false,,
hype,hype:1785150900000,1785150900000,1785151800000,2026-07-27T11:15:00Z,DOWN,NO,,59.9198,official-venue-resolution,false,false,false,,
sol,sol:1785150900000,1785150900000,1785151800000,2026-07-27T11:15:00Z,DOWN,YES,,76.527,official-venue-resolution,true,true,false,,
xrp,xrp:1785150900000,1785150900000,1785151800000,2026-07-27T11:15:00Z,DOWN,NO,,1.1056,official-venue-resolution,false,false,false,,
bnb,bnb:1785151800000,1785151800000,1785152700000,2026-07-27T11:30:00Z,UP,YES,,572.99,official-venue-resolution,false,false,false,,
btc,btc:1785151800000,1785151800000,1785152700000,2026-07-27T11:30:00Z,UP,NO,,65110.95,official-venue-resolution,true,false,true,,
doge,doge:1785151800000,1785151800000,1785152700000,2026-07-27T11:30:00Z,UP,NO,,0.0726491,official-venue-resolution,true,false,true,,
eth,eth:1785151800000,1785151800000,1785152700000,2026-07-27T11:30:00Z,UP,NO,,1958.78,official-venue-resolution,true,false,true,,
hype,hype:1785151800000,1785151800000,1785152700000,2026-07-27T11:30:00Z,UP,YES,,59.9774,official-venue-resolution,false,false,false,,
sol,sol:1785151800000,1785151800000,1785152700000,2026-07-27T11:30:00Z,UP,YES,,76.5585,official-venue-resolution,false,false,false,,
xrp,xrp:1785151800000,1785151800000,1785152700000,2026-07-27T11:30:00Z,UP,YES,,1.1057,official-venue-resolution,false,false,false,,
bnb,bnb:1785152700000,1785152700000,1785153600000,2026-07-27T11:45:00Z,DOWN,NO,,572.73,official-venue-resolution,false,false,false,,
btc,btc:1785152700000,1785152700000,1785153600000,2026-07-27T11:45:00Z,DOWN,NO,,65052.32,official-venue-resolution,false,false,false,,
doge,doge:1785152700000,1785152700000,1785153600000,2026-07-27T11:45:00Z,DOWN,NO,,0.0725285,official-venue-resolution,false,false,false,,
eth,eth:1785152700000,1785152700000,1785153600000,2026-07-27T11:45:00Z,DOWN,NO,,1958.5,official-venue-resolution,false,false,false,,
hype,hype:1785152700000,1785152700000,1785153600000,2026-07-27T11:45:00Z,DOWN,NO,,59.8461,official-venue-resolution,false,false,false,,
sol,sol:1785152700000,1785152700000,1785153600000,2026-07-27T11:45:00Z,DOWN,NO,,76.4592,official-venue-resolution,false,false,false,,
xrp,xrp:1785152700000,1785152700000,1785153600000,2026-07-27T11:45:00Z,DOWN,NO,,1.1048,official-venue-resolution,false,false,false,,
bnb,bnb:1785153600000,1785153600000,1785154500000,2026-07-27T12:00:00Z,DOWN,NO,,572.7,official-venue-resolution,false,false,false,,
btc,btc:1785153600000,1785153600000,1785154500000,2026-07-27T12:00:00Z,DOWN,NO,,65048.56,official-venue-resolution,false,false,false,,
doge,doge:1785153600000,1785153600000,1785154500000,2026-07-27T12:00:00Z,DOWN,NO,,0.0725175,official-venue-resolution,false,false,false,,
eth,eth:1785153600000,1785153600000,1785154500000,2026-07-27T12:00:00Z,DOWN,NO,,1955.06,official-venue-resolution,false,false,false,,
hype,hype:1785153600000,1785153600000,1785154500000,2026-07-27T12:00:00Z,UP,YES,,59.8717,official-venue-resolution,false,false,false,,
sol,sol:1785153600000,1785153600000,1785154500000,2026-07-27T12:00:00Z,UP,YES,,76.518,official-venue-resolution,false,false,false,,
xrp,xrp:1785153600000,1785153600000,1785154500000,2026-07-27T12:00:00Z,DOWN,NO,,1.1029,official-venue-resolution,false,false,false,,
bnb,bnb:1785154500000,1785154500000,1785155400000,2026-07-27T12:15:00Z,DOWN,NO,,571.9,official-venue-resolution,false,false,false,,
btc,btc:1785154500000,1785154500000,1785155400000,2026-07-27T12:15:00Z,DOWN,NO,,64975.03,official-venue-resolution,false,false,false,,
doge,doge:1785154500000,1785154500000,1785155400000,2026-07-27T12:15:00Z,UP,NO,,0.0725128,official-venue-resolution,true,false,true,,
eth,eth:1785154500000,1785154500000,1785155400000,2026-07-27T12:15:00Z,DOWN,NO,,1947.61,official-venue-resolution,false,false,false,,
hype,hype:1785154500000,1785154500000,1785155400000,2026-07-27T12:15:00Z,DOWN,NO,,59.5832,official-venue-resolution,false,false,false,,
sol,sol:1785154500000,1785154500000,1785155400000,2026-07-27T12:15:00Z,DOWN,NO,,76.3633,official-venue-resolution,false,false,false,,
xrp,xrp:1785154500000,1785154500000,1785155400000,2026-07-27T12:15:00Z,DOWN,NO,,1.1014,official-venue-resolution,false,false,false,,
bnb,bnb:1785155400000,1785155400000,1785156300000,2026-07-27T12:30:00Z,UP,YES,,572.23,official-venue-resolution,false,false,false,,
btc,btc:1785155400000,1785155400000,1785156300000,2026-07-27T12:30:00Z,UP,YES,,64990.42,official-venue-resolution,false,false,false,,
doge,doge:1785155400000,1785155400000,1785156300000,2026-07-27T12:30:00Z,UP,YES,,0.072697,official-venue-resolution,false,false,false,,
eth,eth:1785155400000,1785155400000,1785156300000,2026-07-27T12:30:00Z,UP,YES,,1951.63,official-venue-resolution,false,false,false,,
hype,hype:1785155400000,1785155400000,1785156300000,2026-07-27T12:30:00Z,UP,YES,,59.7298,official-venue-resolution,false,false,false,,
sol,sol:1785155400000,1785155400000,1785156300000,2026-07-27T12:30:00Z,UP,YES,,76.7213,official-venue-resolution,false,false,false,,
xrp,xrp:1785155400000,1785155400000,1785156300000,2026-07-27T12:30:00Z,UP,YES,,1.1033,official-venue-resolution,false,false,false,,
bnb,bnb:1785156300000,1785156300000,1785157200000,2026-07-27T12:45:00Z,UP,YES,,573.13,official-venue-resolution,false,false,false,,
btc,btc:1785156300000,1785156300000,1785157200000,2026-07-27T12:45:00Z,UP,YES,,65021.99,official-venue-resolution,false,false,false,,
doge,doge:1785156300000,1785156300000,1785157200000,2026-07-27T12:45:00Z,UP,YES,,0.0728591,official-venue-resolution,false,false,false,,
eth,eth:1785156300000,1785156300000,1785157200000,2026-07-27T12:45:00Z,UP,YES,,1955.52,official-venue-resolution,false,false,false,,
hype,hype:1785156300000,1785156300000,1785157200000,2026-07-27T12:45:00Z,UP,YES,,59.7829,official-venue-resolution,false,false,false,,
sol,sol:1785156300000,1785156300000,1785157200000,2026-07-27T12:45:00Z,DOWN,YES,,76.7883,official-venue-resolution,true,true,false,,
xrp,xrp:1785156300000,1785156300000,1785157200000,2026-07-27T12:45:00Z,UP,YES,,1.1042,official-venue-resolution,false,false,false,,
bnb,bnb:1785157200000,1785157200000,1785158100000,2026-07-27T13:00:00Z,UP,YES,,573.72,official-venue-resolution,false,false,false,,
btc,btc:1785157200000,1785157200000,1785158100000,2026-07-27T13:00:00Z,DOWN,NO,,64929.24,official-venue-resolution,false,false,false,,
doge,doge:1785157200000,1785157200000,1785158100000,2026-07-27T13:00:00Z,DOWN,NO,,0.0726571,official-venue-resolution,false,false,false,,
eth,eth:1785157200000,1785157200000,1785158100000,2026-07-27T13:00:00Z,DOWN,NO,,1953.23,official-venue-resolution,false,false,false,,
hype,hype:1785157200000,1785157200000,1785158100000,2026-07-27T13:00:00Z,DOWN,NO,,59.5422,official-venue-resolution,false,false,false,,
sol,sol:1785157200000,1785157200000,1785158100000,2026-07-27T13:00:00Z,DOWN,NO,,76.5898,official-venue-resolution,false,false,false,,
xrp,xrp:1785157200000,1785157200000,1785158100000,2026-07-27T13:00:00Z,DOWN,NO,,1.1028,official-venue-resolution,false,false,false,,
bnb,bnb:1785158100000,1785158100000,1785159000000,2026-07-27T13:15:00Z,DOWN,NO,,572.63,official-venue-resolution,false,false,false,,
btc,btc:1785158100000,1785158100000,1785159000000,2026-07-27T13:15:00Z,DOWN,NO,,64892.81,official-venue-resolution,false,false,false,,
doge,doge:1785158100000,1785158100000,1785159000000,2026-07-27T13:15:00Z,DOWN,NO,,0.0724609,official-venue-resolution,false,false,false,,
eth,eth:1785158100000,1785158100000,1785159000000,2026-07-27T13:15:00Z,DOWN,NO,,1950.8,official-venue-resolution,false,false,false,,
hype,hype:1785158100000,1785158100000,1785159000000,2026-07-27T13:15:00Z,DOWN,NO,,59.3469,official-venue-resolution,false,false,false,,
sol,sol:1785158100000,1785158100000,1785159000000,2026-07-27T13:15:00Z,DOWN,NO,,76.4487,official-venue-resolution,false,false,false,,
xrp,xrp:1785158100000,1785158100000,1785159000000,2026-07-27T13:15:00Z,DOWN,NO,,1.1022,official-venue-resolution,false,false,false,,
bnb,bnb:1785159000000,1785159000000,1785159900000,2026-07-27T13:30:00Z,UP,YES,,576.3,official-venue-resolution,false,false,false,,
btc,btc:1785159000000,1785159000000,1785159900000,2026-07-27T13:30:00Z,UP,YES,,65600.71,official-venue-resolution,false,false,false,,
doge,doge:1785159000000,1785159000000,1785159900000,2026-07-27T13:30:00Z,UP,YES,,0.0730828,official-venue-resolution,false,false,false,,
eth,eth:1785159000000,1785159000000,1785159900000,2026-07-27T13:30:00Z,UP,YES,,1973.97,official-venue-resolution,false,false,false,,
hype,hype:1785159000000,1785159000000,1785159900000,2026-07-27T13:30:00Z,UP,YES,,59.9145,official-venue-resolution,false,false,false,,
sol,sol:1785159000000,1785159000000,1785159900000,2026-07-27T13:30:00Z,UP,YES,,77.3023,official-venue-resolution,false,false,false,,
xrp,xrp:1785159000000,1785159000000,1785159900000,2026-07-27T13:30:00Z,UP,YES,,1.1118,official-venue-resolution,false,false,false,,
bnb,bnb:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,574.11,official-venue-resolution,false,false,false,,
btc,btc:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,65164.74,official-venue-resolution,false,false,false,,
doge,doge:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,0.0727003,official-venue-resolution,false,false,false,,
eth,eth:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,1958.76,official-venue-resolution,false,false,false,,
hype,hype:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,59.4754,official-venue-resolution,false,false,false,,
sol,sol:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,76.807,official-venue-resolution,false,false,false,,
xrp,xrp:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,1.1067,official-venue-resolution,false,false,false,,
bnb,bnb:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,574.42,official-venue-resolution,false,false,false,,
btc,btc:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,65298.01,official-venue-resolution,false,false,false,,
doge,doge:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,DOWN,NO,,0.0725815,official-venue-resolution,false,false,false,,
eth,eth:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,1962.14,official-venue-resolution,false,false,false,,
hype,hype:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,DOWN,NO,,59.2073,official-venue-resolution,false,false,false,,
sol,sol:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,76.838,official-venue-resolution,false,false,false,,
xrp,xrp:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,DOWN,NO,,1.1056,official-venue-resolution,false,false,false,,
bnb,bnb:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,569.81,official-venue-resolution,false,false,false,,
btc,btc:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,64861.12,official-venue-resolution,false,false,false,,
doge,doge:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,0.0718297,official-venue-resolution,false,false,false,,
eth,eth:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,1938.37,official-venue-resolution,false,false,false,,
hype,hype:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,58.0715,official-venue-resolution,false,false,false,,
sol,sol:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,75.8033,official-venue-resolution,false,false,false,,
xrp,xrp:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,1.0967,official-venue-resolution,false,false,false,,
bnb,bnb:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,566.14,official-venue-resolution,false,false,false,,
btc,btc:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,64456.61,official-venue-resolution,false,false,false,,
doge,doge:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,0.0709747,official-venue-resolution,false,false,false,,
eth,eth:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,1921.07,official-venue-resolution,false,false,false,,
hype,hype:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,57.8119,official-venue-resolution,false,false,false,,
sol,sol:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,75.1323,official-venue-resolution,false,false,false,,
xrp,xrp:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,1.0864,official-venue-resolution,false,false,false,,
bnb,bnb:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,567.27,official-venue-resolution,false,false,false,,
btc,btc:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,64602.86,official-venue-resolution,false,false,false,,
doge,doge:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,0.0713384,official-venue-resolution,false,false,false,,
eth,eth:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,1929.57,official-venue-resolution,false,false,false,,
hype,hype:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,58.1335,official-venue-resolution,false,false,false,,
sol,sol:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,75.3958,official-venue-resolution,false,false,false,,
xrp,xrp:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,1.0892,official-venue-resolution,false,false,false,,
bnb,bnb:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,567.71,official-venue-resolution,false,false,false,,
btc,btc:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,64664.92,official-venue-resolution,false,false,false,,
doge,doge:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,0.0714403,official-venue-resolution,false,false,false,,
eth,eth:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,1931.5,official-venue-resolution,false,false,false,,
hype,hype:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,DOWN,NO,,58.0693,official-venue-resolution,false,false,false,,
sol,sol:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,75.4813,official-venue-resolution,false,false,false,,
xrp,xrp:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,1.0902,official-venue-resolution,false,false,false,,
bnb,bnb:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,UP,YES,,569.01,official-venue-resolution,false,false,false,,
btc,btc:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,64558.57,official-venue-resolution,false,false,false,,
doge,doge:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,UP,YES,,0.0714452,official-venue-resolution,false,false,false,,
eth,eth:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,1928.41,official-venue-resolution,false,false,false,,
hype,hype:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,57.7282,official-venue-resolution,false,false,false,,
sol,sol:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,75.2652,official-venue-resolution,false,false,false,,
xrp,xrp:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,1.0883,official-venue-resolution,false,false,false,,
bnb,bnb:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,NO,,568.53,official-venue-resolution,false,false,false,,
btc,btc:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,NO,,64515.27,official-venue-resolution,false,false,false,,
doge,doge:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,YES,,0.0714873,official-venue-resolution,true,true,false,,
eth,eth:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,UP,YES,,1929.05,official-venue-resolution,false,false,false,,
hype,hype:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,NO,,57.6652,official-venue-resolution,false,false,false,,
sol,sol:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,UP,YES,,75.3682,official-venue-resolution,false,false,false,,
xrp,xrp:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,YES,,1.0888,official-venue-resolution,true,true,false,,
bnb,bnb:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,568.15,official-venue-resolution,false,false,false,,
btc,btc:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,64485.45,official-venue-resolution,false,false,false,,
doge,doge:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,0.0712925,official-venue-resolution,false,false,false,,
eth,eth:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,1926.1,official-venue-resolution,false,false,false,,
hype,hype:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,57.3793,official-venue-resolution,false,false,false,,
sol,sol:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,75.2428,official-venue-resolution,false,false,false,,
xrp,xrp:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,1.0857,official-venue-resolution,false,false,false,,
bnb,bnb:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,568.56,official-venue-resolution,false,false,false,,
btc,btc:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,64545.03,official-venue-resolution,false,false,false,,
doge,doge:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,0.0713795,official-venue-resolution,false,false,false,,
eth,eth:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,NO,,1926,official-venue-resolution,true,false,true,,
hype,hype:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,DOWN,NO,,57.3436,official-venue-resolution,false,false,false,,
sol,sol:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,NO,,75.208,official-venue-resolution,true,false,true,,
xrp,xrp:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,1.0875,official-venue-resolution,false,false,false,,
bnb,bnb:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,570.72,official-venue-resolution,false,false,false,,
btc,btc:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,64671.16,official-venue-resolution,false,false,false,,
doge,doge:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,0.071785,official-venue-resolution,false,false,false,,
eth,eth:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,1935.4,official-venue-resolution,false,false,false,,
hype,hype:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,57.7258,official-venue-resolution,false,false,false,,
sol,sol:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,75.6248,official-venue-resolution,false,false,false,,
xrp,xrp:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,1.0924,official-venue-resolution,false,false,false,,
bnb,bnb:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,571.49,official-venue-resolution,false,false,false,,
btc,btc:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,64848.76,official-venue-resolution,false,false,false,,
doge,doge:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,0.0720409,official-venue-resolution,false,false,false,,
eth,eth:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,1940.14,official-venue-resolution,false,false,false,,
hype,hype:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,DOWN,NO,,57.6694,official-venue-resolution,false,false,false,,
sol,sol:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,75.7493,official-venue-resolution,false,false,false,,
xrp,xrp:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,1.0937,official-venue-resolution,false,false,false,,
bnb,bnb:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,571.44,official-venue-resolution,false,false,false,,
btc,btc:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,64838.44,official-venue-resolution,false,false,false,,
doge,doge:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,0.0720399,official-venue-resolution,false,false,false,,
eth,eth:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,1938.32,official-venue-resolution,false,false,false,,
hype,hype:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,57.5742,official-venue-resolution,false,false,false,,
sol,sol:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,UP,YES,,75.8798,official-venue-resolution,false,false,false,,
xrp,xrp:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,1.0926,official-venue-resolution,false,false,false,,
bnb,bnb:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,571.81,official-venue-resolution,false,false,false,,
btc,btc:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,DOWN,NO,,64825.66,official-venue-resolution,false,false,false,,
doge,doge:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,0.0721303,official-venue-resolution,false,false,false,,
eth,eth:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,DOWN,NO,,1937.3,official-venue-resolution,false,false,false,,
hype,hype:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,57.6843,official-venue-resolution,false,false,false,,
