asset,slot_key,slot_start_ts,slot_start_utc,seconds_before_end,captured_at,sample_lag_ms,polymarket_resolution,kalshi_resolution,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes,model_available,model_reason,execution_usable,execution_reason,p_fatal_poly_up_kalshi_no,p_fatal_poly_down_kalshi_yes,p_double_poly_up_kalshi_no,p_fatal_upper95_poly_up_kalshi_no,p_fatal_upper95_poly_down_kalshi_yes,observation_count,chainlink_age_ms,cf_age_ms,source_skew_ms,model_version
bnb,bnb:1784997000000,1784997000000,2026-07-25T16:30:00Z,300,1784997586296,13704,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997000000,1784997000000,2026-07-25T16:30:00Z,180,1784997708311,11689,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997000000,1784997000000,2026-07-25T16:30:00Z,120,1784997768318,11682,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997000000,1784997000000,2026-07-25T16:30:00Z,60,1784997829319,10681,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997000000,1784997000000,2026-07-25T16:30:00Z,30,1784997869325,675,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997000000,1784997000000,2026-07-25T16:30:00Z,300,1784997590602,9398,UP,YES,f,f,f,t,,t,,1.7308213081762825e-09,9.050266857849832e-05,9.050266857849832e-05,0.027987459491788328,0.028077960429545516,900,1602,602,1000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997000000,1784997000000,2026-07-25T16:30:00Z,180,1784997711619,8381,UP,YES,f,f,f,t,,t,,4.332547998246401e-14,2.6074838518964283e-15,2.6074838518964283e-15,0.02740889554917711,0.02740889554913639,900,1619,619,1000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997000000,1784997000000,2026-07-25T16:30:00Z,120,1784997772617,7383,UP,YES,f,f,f,t,,f,chainlink_stale,0,0,0,0.026174782674728867,0.026174782674728867,900,2617,617,2000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997000000,1784997000000,2026-07-25T16:30:00Z,60,1784997833618,6382,UP,YES,f,f,f,t,,t,,0,0,0,0.025980193062158777,0.025980193062158777,900,1618,618,1000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997000000,1784997000000,2026-07-25T16:30:00Z,30,1784997869623,377,UP,YES,f,f,f,t,,t,,0,0,0,0.025456136851553283,0.025456136851553283,900,1623,623,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997000000,1784997000000,2026-07-25T16:30:00Z,300,1784997594931,5069,UP,YES,f,f,f,t,,t,,0.012353674395486024,0.04200461581891166,0.04200461581891166,0.03395751481583022,0.06360845623925585,900,1931,931,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997000000,1784997000000,2026-07-25T16:30:00Z,180,1784997715967,4033,UP,YES,f,f,f,t,,t,,0.017492485973813754,0.01711766663345868,0.01711766663345868,0.03860288090701214,0.03822806156665706,900,1967,967,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997000000,1784997000000,2026-07-25T16:30:00Z,120,1784997776969,3031,UP,YES,f,f,f,t,,t,,0.00016478427212102717,0.00015873196242717204,0.00015873196242717204,0.02108099507535859,0.021074942765664732,900,1969,969,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997000000,1784997000000,2026-07-25T16:30:00Z,60,1784997836974,3026,UP,YES,f,f,f,t,,t,,6.8019224960688815e-12,0,0,0.021016177923650504,0.02101617791684858,900,1974,974,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997000000,1784997000000,2026-07-25T16:30:00Z,30,1784997869979,21,UP,YES,f,f,f,t,,t,,0,0,0,0.02081129731432148,0.02081129731432148,900,1979,979,1000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997000000,1784997000000,2026-07-25T16:30:00Z,300,1784997599250,750,UP,YES,f,f,f,t,,t,,1.5158103522399748e-09,1.430917926827505e-05,1.430917926827505e-05,0.020899248711399365,0.020913556374857287,900,2250,250,2000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997000000,1784997000000,2026-07-25T16:30:00Z,180,1784997719265,735,UP,YES,f,f,f,t,,t,,0,5.676273414548344e-11,5.676273414548344e-11,0.020789677952779664,0.020789678009542397,900,2265,265,2000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997000000,1784997000000,2026-07-25T16:30:00Z,120,1784997779273,727,UP,YES,f,f,f,t,,t,,0,0,0,0.02071814228260024,0.02071814228260024,900,2273,273,2000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997000000,1784997000000,2026-07-25T16:30:00Z,60,1784997839281,719,UP,YES,f,f,f,t,,t,,0,0,0,0.020906305104596276,0.020906305104596276,900,2281,281,2000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997000000,1784997000000,2026-07-25T16:30:00Z,30,1784997868285,1715,UP,YES,f,f,f,t,,t,,0,0,0,0.020894676668065097,0.020894676668065097,900,2285,285,2000,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997000000,1784997000000,2026-07-25T16:30:00Z,300,1784997589903,10097,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997000000,1784997000000,2026-07-25T16:30:00Z,180,1784997713904,6096,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997000000,1784997000000,2026-07-25T16:30:00Z,120,1784997773916,6084,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997000000,1784997000000,2026-07-25T16:30:00Z,60,1784997833931,6069,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997000000,1784997000000,2026-07-25T16:30:00Z,30,1784997869939,61,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997000000,1784997000000,2026-07-25T16:30:00Z,300,1784997586482,13518,UP,YES,f,f,f,t,,t,,8.146740768124554e-12,2.9692290921124526e-07,2.9692290921124526e-07,0.021756369025742187,0.021756665940504658,900,2482,482,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997000000,1784997000000,2026-07-25T16:30:00Z,180,1784997707502,12498,UP,YES,f,f,f,t,,f,chainlink_stale,4.096246082908537e-11,2.481463981428975e-07,2.481463981428975e-07,0.022175016294900703,0.022175264400336386,900,2502,502,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997000000,1784997000000,2026-07-25T16:30:00Z,120,1784997768507,11493,UP,YES,f,f,f,t,,f,chainlink_stale,2.458384287598748e-15,6.180359862506844e-10,6.180359862506844e-10,0.02383656076204965,0.023836561380083176,900,2507,507,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997000000,1784997000000,2026-07-25T16:30:00Z,60,1784997828513,11487,UP,YES,f,f,f,t,,t,,0,0,0,0.027224923329606753,0.027224923329606753,900,1513,513,1000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997000000,1784997000000,2026-07-25T16:30:00Z,30,1784997869518,482,UP,YES,f,f,f,t,,t,,0,0,0,0.02865349040316984,0.02865349040316984,900,1518,518,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997000000,1784997000000,2026-07-25T16:30:00Z,300,1784997590918,9082,UP,YES,f,f,f,t,,t,,1.8641261982964433e-09,3.8868355072655895e-07,3.8868355072655895e-07,0.02192904561855693,0.02192943243798146,900,1918,918,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997000000,1784997000000,2026-07-25T16:30:00Z,180,1784997711934,8066,UP,YES,f,f,f,t,,t,,0,0,0,0.02180865783009222,0.02180865783009222,900,1934,934,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997000000,1784997000000,2026-07-25T16:30:00Z,120,1784997771946,8054,UP,YES,f,f,f,t,,f,chainlink_stale,0,0,0,0.021520513213918818,0.021520513213918818,900,2946,946,2000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997000000,1784997000000,2026-07-25T16:30:00Z,60,1784997831957,8043,UP,YES,f,f,f,t,,t,,0,0,0,0.021418280754822955,0.021418280754822955,900,1957,957,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997000000,1784997000000,2026-07-25T16:30:00Z,30,1784997868953,1047,UP,YES,f,f,f,t,,t,,0,0,0,0.021030369259855207,0.021030369259855207,900,1953,953,1000,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997900000,1784997900000,2026-07-25T16:45:00Z,300,1784998496609,3391,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997900000,1784997900000,2026-07-25T16:45:00Z,180,1784998619923,77,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997900000,1784997900000,2026-07-25T16:45:00Z,120,1784998679684,316,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997900000,1784997900000,2026-07-25T16:45:00Z,60,1784998739954,46,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784997900000,1784997900000,2026-07-25T16:45:00Z,30,1784998769716,284,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997900000,1784997900000,2026-07-25T16:45:00Z,300,1784998484304,15696,UP,YES,f,f,f,t,,t,,0.16659769492451687,0.2426497400317738,0.2426497400317738,0.1877917008950215,0.26384374600227845,900,2304,304,2000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997900000,1784997900000,2026-07-25T16:45:00Z,180,1784998618858,1142,UP,YES,f,f,f,t,,t,,0.03588019897552264,0.001012215794396032,0.001012215794396032,0.05654003734732778,0.021672054166201174,900,1858,858,1000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997900000,1784997900000,2026-07-25T16:45:00Z,120,1784998679130,870,UP,YES,f,f,f,t,,t,,0.19734660963076991,0.12062896489714652,0.12062896489714652,0.2178316503782763,0.1411140056446529,900,2130,1130,1000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997900000,1784997900000,2026-07-25T16:45:00Z,60,1784998735663,4337,UP,YES,f,f,f,t,,t,,0.09178836262227205,0.3488742575631324,0.3488742575631324,0.11196650090926938,0.3690523958501297,900,1663,663,1000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784997900000,1784997900000,2026-07-25T16:45:00Z,30,1784998769930,70,UP,YES,f,f,f,t,,t,,0.007202713294279445,0,0,0.0273372246196375,0.020134511325358057,900,1930,930,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997900000,1784997900000,2026-07-25T16:45:00Z,300,1784998491400,8600,UP,YES,f,f,f,t,,t,,0.21375337903666813,0.08292689674542408,0.08292689674542408,0.2351214528814214,0.10429497059017732,900,2400,400,2000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997900000,1784997900000,2026-07-25T16:45:00Z,180,1784998610921,9079,UP,YES,f,f,f,t,,t,,0.08140434258365803,0.006102680178939002,0.006102680178939002,0.10242161422578258,0.027119951821063547,900,1921,921,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997900000,1784997900000,2026-07-25T16:45:00Z,120,1784998669195,10805,UP,YES,f,f,f,t,,t,,0.008829415003471407,0.007233367883092265,0.007233367883092265,0.02991139051132515,0.028315343390946004,900,2195,195,2000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997900000,1784997900000,2026-07-25T16:45:00Z,60,1784998729715,10285,UP,YES,f,f,f,t,,f,chainlink_stale,0.00010778085670199902,0.012933608536022132,0.012933608536022132,0.020937297528077003,0.03376312520739713,900,2715,715,2000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784997900000,1784997900000,2026-07-25T16:45:00Z,30,1784998768989,1011,UP,YES,f,f,f,t,,t,,0.01912427797704922,4.1782090478621534e-10,4.1782090478621534e-10,0.04022999293807044,0.021105715378842125,900,1989,989,1000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997900000,1784997900000,2026-07-25T16:45:00Z,300,1784998489155,10845,DOWN,NO,f,f,f,t,,t,,0.07498243701889051,0.007328384298741719,0.007328384298741719,0.09771856524887113,0.030064512528722328,900,2155,155,2000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997900000,1784997900000,2026-07-25T16:45:00Z,180,1784998609166,10834,DOWN,NO,f,f,f,t,,t,,0.00030421713802787636,0,0,0.02307375985324284,0.022769542715214964,900,2166,166,2000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997900000,1784997900000,2026-07-25T16:45:00Z,120,1784998676442,3558,DOWN,NO,f,f,f,t,,t,,0.00567938075960317,2.1170367524026013e-05,2.1170367524026013e-05,0.028056746804783823,0.02239853641270468,900,2442,442,2000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997900000,1784997900000,2026-07-25T16:45:00Z,60,1784998731721,8279,DOWN,NO,f,f,f,t,,t,,1.681820761822994e-05,1.3144404897857953e-08,1.3144404897857953e-08,0.021387276057548758,0.021370470994335426,900,1721,721,1000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784997900000,1784997900000,2026-07-25T16:45:00Z,30,1784998769727,273,DOWN,NO,f,f,f,t,reference_economics_unavailable,t,,0,1.1102230246251565e-15,1.1102230246251565e-15,0.021485721874206398,0.021485721874207508,900,1727,727,1000,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997900000,1784997900000,2026-07-25T16:45:00Z,300,1784998488846,11154,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997900000,1784997900000,2026-07-25T16:45:00Z,180,1784998608881,11119,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997900000,1784997900000,2026-07-25T16:45:00Z,120,1784998668146,11854,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997900000,1784997900000,2026-07-25T16:45:00Z,60,1784998738433,1567,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784997900000,1784997900000,2026-07-25T16:45:00Z,30,1784998769201,799,UP,YES,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997900000,1784997900000,2026-07-25T16:45:00Z,300,1784998486227,13773,DOWN,YES,t,t,f,t,,t,,0.2923356653572383,0.08388944358927686,0.08388944358927686,0.31393059704226267,0.10548437527430123,900,2227,227,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997900000,1784997900000,2026-07-25T16:45:00Z,180,1784998607249,12751,DOWN,YES,t,t,f,t,,t,,4.398729333087776e-05,0,0,0.020457051267212947,0.020413063973882067,900,2249,249,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997900000,1784997900000,2026-07-25T16:45:00Z,120,1784998679025,975,DOWN,YES,t,t,f,t,,f,chainlink_stale,0.19213255696314746,0.028233878973362048,0.028233878973362048,0.21260435609794245,0.048705678108157055,900,3025,1025,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997900000,1784997900000,2026-07-25T16:45:00Z,60,1784998734803,5197,DOWN,YES,t,t,f,t,,f,chainlink_stale,0.060062035125407864,0.06800810124401324,0.06800810124401324,0.0802990756997772,0.08824514181838258,900,2803,803,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784997900000,1784997900000,2026-07-25T16:45:00Z,30,1784998769566,434,DOWN,YES,t,t,f,t,,t,,0.9864815495834227,1.3499670048754695e-07,1.3499670048754695e-07,1,0.020273165998617986,900,1566,566,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997900000,1784997900000,2026-07-25T16:45:00Z,300,1784998498228,1772,UP,YES,f,f,f,t,,t,,0.12664964168825119,0.008190791762032116,0.008190791762032116,0.14787710508375462,0.02941825515753556,900,2228,228,2000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997900000,1784997900000,2026-07-25T16:45:00Z,180,1784998619312,688,UP,YES,f,f,f,t,,t,,0.39546938257265063,0.0016552443981382448,0.0016552443981382448,0.4160688314543257,0.022254693279813335,900,2312,312,2000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997900000,1784997900000,2026-07-25T16:45:00Z,120,1784998679347,653,UP,YES,f,f,f,t,,t,,0.029842463622905116,1.0078284029354026e-05,1.0078284029354026e-05,0.05032483098938526,0.0204924456505095,900,2347,347,2000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997900000,1784997900000,2026-07-25T16:45:00Z,60,1784998739870,130,UP,YES,f,f,f,t,,f,chainlink_stale,0.007763094089555436,1.1478687666524181e-14,1.1478687666524181e-14,0.027919909949613513,0.02015681586006956,900,2870,870,2000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784997900000,1784997900000,2026-07-25T16:45:00Z,30,1784998769630,370,UP,YES,f,f,f,t,,t,,6.422208321080838e-05,0,0,0.02023727981813047,0.02017305773491966,900,1630,630,1000,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784998800000,1784998800000,2026-07-25T17:00:00Z,300,1784999399955,45,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784998800000,1784998800000,2026-07-25T17:00:00Z,180,1784999519982,18,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784998800000,1784998800000,2026-07-25T17:00:00Z,120,1784999579992,8,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784998800000,1784998800000,2026-07-25T17:00:00Z,60,1784999625001,14999,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
bnb,bnb:1784998800000,1784998800000,2026-07-25T17:00:00Z,30,1784999669006,994,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784998800000,1784998800000,2026-07-25T17:00:00Z,300,1784999395590,4410,DOWN,NO,f,f,f,t,,f,chainlink_stale,0.011404974655575894,0.04407715237440828,0.04407715237440828,0.03768006465798192,0.0703522423768143,900,2590,590,2000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784998800000,1784998800000,2026-07-25T17:00:00Z,180,1784999512382,7618,DOWN,NO,f,f,f,t,,t,,0.04692957617332175,0.13474104076211516,0.13474104076211516,0.06996124302733453,0.15777270761612794,900,2382,382,2000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784998800000,1784998800000,2026-07-25T17:00:00Z,120,1784999577396,2604,DOWN,NO,f,f,f,t,,f,chainlink_stale,0.12737819150528207,0.04326473000786657,0.04326473000786657,0.14940916256882608,0.0652957010714106,900,3396,396,3000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784998800000,1784998800000,2026-07-25T17:00:00Z,60,1784999638149,1851,DOWN,NO,f,f,f,t,,t,,0.033582257641054936,0.0050496839901548185,0.0050496839901548185,0.054813693029976324,0.026281119379076203,900,2149,1149,1000,structural-ewma-gaussian-v1-uncalibrated
btc,btc:1784998800000,1784998800000,2026-07-25T17:00:00Z,30,1784999669666,334,DOWN,NO,f,f,f,t,,t,,0,8.61428907332073e-05,8.61428907332073e-05,0.020809872931764024,0.02089601582249723,900,1666,666,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784998800000,1784998800000,2026-07-25T17:00:00Z,300,1784999386120,13880,UP,YES,f,f,f,t,,t,,0.026463013337534477,0.013372517184068566,0.013372517184068566,0.047659496449935286,0.03456900029646938,900,2120,1120,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784998800000,1784998800000,2026-07-25T17:00:00Z,180,1784999506645,13355,UP,YES,f,f,f,t,,t,,0.02758542081508825,0.014383190025054848,0.014383190025054848,0.04915049010456729,0.035948259314533895,900,1645,645,1000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784998800000,1784998800000,2026-07-25T17:00:00Z,120,1784999576932,3068,UP,YES,f,f,f,t,,f,chainlink_stale,0.4185318762040188,0.07944747299271931,0.07944747299271931,0.441007192250008,0.10192278903870847,900,2932,932,2000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784998800000,1784998800000,2026-07-25T17:00:00Z,60,1784999635215,4785,UP,YES,f,f,f,t,,t,,0.11887724516712503,0.00018520813032448443,0.00018520813032448443,0.1405960906253394,0.021904053588538856,900,2215,215,2000,structural-ewma-gaussian-v1-uncalibrated
doge,doge:1784998800000,1784998800000,2026-07-25T17:00:00Z,30,1784999669730,270,UP,YES,f,f,f,t,,t,,0.0022129952107937468,0,0,0.02356697827156456,0.021353983060770815,900,1730,730,1000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784998800000,1784998800000,2026-07-25T17:00:00Z,300,1784999389826,10174,UP,YES,f,f,f,t,,t,,0.0004858188062795771,0.022028420203283435,0.022028420203283435,0.023854245318334317,0.045396846715338175,900,1826,826,1000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784998800000,1784998800000,2026-07-25T17:00:00Z,180,1784999510099,9901,UP,YES,f,f,f,t,,t,,0.0041738094650225245,0.05230617314666177,0.05230617314666177,0.02631259586716078,0.07444495954880002,900,2099,1099,1000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784998800000,1784998800000,2026-07-25T17:00:00Z,120,1784999577362,2638,UP,YES,f,f,f,t,,f,chainlink_stale,0.1220482093619091,0.1366026363768128,0.1366026363768128,0.1441167985743012,0.1586712255892049,900,3362,362,3000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784998800000,1784998800000,2026-07-25T17:00:00Z,60,1784999627633,12367,UP,YES,f,f,f,t,,t,,0.00035521629813233983,0.00020781280737701218,0.00020781280737701218,0.02204003639219825,0.02189263290144292,900,1633,633,1000,structural-ewma-gaussian-v1-uncalibrated
eth,eth:1784998800000,1784998800000,2026-07-25T17:00:00Z,30,1784999669139,861,UP,YES,f,f,f,t,,t,,0,0,0,0.021406123153004993,0.021406123153004993,900,2139,139,2000,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784998800000,1784998800000,2026-07-25T17:00:00Z,300,1784999391226,8774,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784998800000,1784998800000,2026-07-25T17:00:00Z,180,1784999508515,11485,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784998800000,1784998800000,2026-07-25T17:00:00Z,120,1784999568539,11461,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784998800000,1784998800000,2026-07-25T17:00:00Z,60,1784999629546,10454,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
hype,hype:1784998800000,1784998800000,2026-07-25T17:00:00Z,30,1784999669558,442,DOWN,NO,f,f,f,f,chainlink_unavailable,f,chainlink_unavailable,,,,,,0,,,,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784998800000,1784998800000,2026-07-25T17:00:00Z,300,1784999389188,10812,UP,YES,f,f,f,t,,t,,0.28005465299944576,0.2266458144336362,0.2266458144336362,0.3017845630154849,0.24837572444967532,900,2188,188,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784998800000,1784998800000,2026-07-25T17:00:00Z,180,1784999508729,11271,UP,YES,f,f,f,t,,f,chainlink_stale,0.3102485562071265,0.1684004379169819,0.1684004379169819,0.33078505048778906,0.18893693219764446,900,2729,729,2000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784998800000,1784998800000,2026-07-25T17:00:00Z,120,1784999574493,5507,UP,YES,f,f,f,t,,t,,0.16202994317121017,0.2680453102822979,0.2680453102822979,0.18412667680944758,0.29014204392053533,900,1493,493,1000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784998800000,1784998800000,2026-07-25T17:00:00Z,60,1784999629018,10982,UP,YES,f,f,f,t,,t,,0.3983539108797649,0.12764304656901915,0.12764304656901915,0.42079605984279694,0.15008519553205119,900,2018,1018,1000,structural-ewma-gaussian-v1-uncalibrated
sol,sol:1784998800000,1784998800000,2026-07-25T17:00:00Z,30,1784999669045,955,UP,YES,f,f,f,t,,t,,0.13089036456615522,4.3996323359149003e-08,4.3996323359149003e-08,0.1525723492662105,0.021682028696378645,900,2045,1045,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784998800000,1784998800000,2026-07-25T17:00:00Z,300,1784999392698,7302,DOWN,NO,f,f,f,t,,f,chainlink_stale,0.0274603512320033,3.5349458789024624e-06,3.5349458789024624e-06,0.047901405551094775,0.02044458926497038,900,2698,698,2000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784998800000,1784998800000,2026-07-25T17:00:00Z,180,1784999506509,13491,DOWN,NO,f,f,f,t,,f,chainlink_stale,1.2198068343018655e-05,0,0,0.0203299842669147,0.02031778619857168,900,2509,509,2000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784998800000,1784998800000,2026-07-25T17:00:00Z,120,1784999566520,13480,DOWN,NO,f,f,f,t,,t,,0,0,0,0.02164396936285453,0.02164396936285453,900,1520,520,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784998800000,1784998800000,2026-07-25T17:00:00Z,60,1784999626538,13462,DOWN,NO,f,f,f,t,,t,,0,0,0,0.026964088475863773,0.026964088475863773,900,1538,538,1000,structural-ewma-gaussian-v1-uncalibrated
xrp,xrp:1784998800000,1784998800000,2026-07-25T17:00:00Z,30,1784999669543,457,DOWN,NO,f,f,f,t,reference_economics_unavailable,t,,0,0,0,0.027612830669801226,0.027612830669801226,900,1543,543,1000,structural-ewma-gaussian-v1-uncalibrated
