asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes
btc,btc:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,65164.74,official-venue-resolution,f,f,f
doge,doge:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,0.0727003,official-venue-resolution,f,f,f
eth,eth:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,1958.76,official-venue-resolution,f,f,f
hype,hype:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,59.4754,official-venue-resolution,f,f,f
sol,sol:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,76.807,official-venue-resolution,f,f,f
xrp,xrp:1785159900000,1785159900000,1785160800000,2026-07-27T13:45:00Z,DOWN,NO,,1.1067,official-venue-resolution,f,f,f
bnb,bnb:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,574.42,official-venue-resolution,f,f,f
btc,btc:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,65298.01,official-venue-resolution,f,f,f
doge,doge:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,DOWN,NO,,0.0725815,official-venue-resolution,f,f,f
eth,eth:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,1962.14,official-venue-resolution,f,f,f
hype,hype:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,DOWN,NO,,59.2073,official-venue-resolution,f,f,f
sol,sol:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,UP,YES,,76.838,official-venue-resolution,f,f,f
xrp,xrp:1785160800000,1785160800000,1785161700000,2026-07-27T14:00:00Z,DOWN,NO,,1.1056,official-venue-resolution,f,f,f
bnb,bnb:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,569.81,official-venue-resolution,f,f,f
btc,btc:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,64861.12,official-venue-resolution,f,f,f
doge,doge:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,0.0718297,official-venue-resolution,f,f,f
eth,eth:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,1938.37,official-venue-resolution,f,f,f
hype,hype:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,58.0715,official-venue-resolution,f,f,f
sol,sol:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,75.8033,official-venue-resolution,f,f,f
xrp,xrp:1785161700000,1785161700000,1785162600000,2026-07-27T14:15:00Z,DOWN,NO,,1.0967,official-venue-resolution,f,f,f
bnb,bnb:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,566.14,official-venue-resolution,f,f,f
btc,btc:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,64456.61,official-venue-resolution,f,f,f
doge,doge:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,0.0709747,official-venue-resolution,f,f,f
eth,eth:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,1921.07,official-venue-resolution,f,f,f
hype,hype:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,57.8119,official-venue-resolution,f,f,f
sol,sol:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,75.1323,official-venue-resolution,f,f,f
xrp,xrp:1785162600000,1785162600000,1785163500000,2026-07-27T14:30:00Z,DOWN,NO,,1.0864,official-venue-resolution,f,f,f
bnb,bnb:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,567.27,official-venue-resolution,f,f,f
btc,btc:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,64602.86,official-venue-resolution,f,f,f
doge,doge:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,0.0713384,official-venue-resolution,f,f,f
eth,eth:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,1929.57,official-venue-resolution,f,f,f
hype,hype:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,58.1335,official-venue-resolution,f,f,f
sol,sol:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,75.3958,official-venue-resolution,f,f,f
xrp,xrp:1785163500000,1785163500000,1785164400000,2026-07-27T14:45:00Z,UP,YES,,1.0892,official-venue-resolution,f,f,f
bnb,bnb:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,567.71,official-venue-resolution,f,f,f
btc,btc:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,64664.92,official-venue-resolution,f,f,f
doge,doge:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,0.0714403,official-venue-resolution,f,f,f
eth,eth:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,1931.5,official-venue-resolution,f,f,f
hype,hype:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,DOWN,NO,,58.0693,official-venue-resolution,f,f,f
sol,sol:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,75.4813,official-venue-resolution,f,f,f
xrp,xrp:1785164400000,1785164400000,1785165300000,2026-07-27T15:00:00Z,UP,YES,,1.0902,official-venue-resolution,f,f,f
bnb,bnb:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,UP,YES,,569.01,official-venue-resolution,f,f,f
btc,btc:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,64558.57,official-venue-resolution,f,f,f
doge,doge:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,UP,YES,,0.0714452,official-venue-resolution,f,f,f
eth,eth:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,1928.41,official-venue-resolution,f,f,f
hype,hype:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,57.7282,official-venue-resolution,f,f,f
sol,sol:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,75.2652,official-venue-resolution,f,f,f
xrp,xrp:1785165300000,1785165300000,1785166200000,2026-07-27T15:15:00Z,DOWN,NO,,1.0883,official-venue-resolution,f,f,f
bnb,bnb:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,NO,,568.53,official-venue-resolution,f,f,f
btc,btc:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,NO,,64515.27,official-venue-resolution,f,f,f
doge,doge:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,YES,,0.0714873,official-venue-resolution,t,t,f
eth,eth:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,UP,YES,,1929.05,official-venue-resolution,f,f,f
hype,hype:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,NO,,57.6652,official-venue-resolution,f,f,f
sol,sol:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,UP,YES,,75.3682,official-venue-resolution,f,f,f
xrp,xrp:1785166200000,1785166200000,1785167100000,2026-07-27T15:30:00Z,DOWN,YES,,1.0888,official-venue-resolution,t,t,f
bnb,bnb:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,568.15,official-venue-resolution,f,f,f
btc,btc:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,64485.45,official-venue-resolution,f,f,f
doge,doge:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,0.0712925,official-venue-resolution,f,f,f
eth,eth:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,1926.1,official-venue-resolution,f,f,f
hype,hype:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,57.3793,official-venue-resolution,f,f,f
sol,sol:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,75.2428,official-venue-resolution,f,f,f
xrp,xrp:1785167100000,1785167100000,1785168000000,2026-07-27T15:45:00Z,DOWN,NO,,1.0857,official-venue-resolution,f,f,f
bnb,bnb:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,568.56,official-venue-resolution,f,f,f
btc,btc:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,64545.03,official-venue-resolution,f,f,f
doge,doge:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,0.0713795,official-venue-resolution,f,f,f
eth,eth:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,NO,,1926,official-venue-resolution,t,f,t
hype,hype:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,DOWN,NO,,57.3436,official-venue-resolution,f,f,f
sol,sol:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,NO,,75.208,official-venue-resolution,t,f,t
xrp,xrp:1785168000000,1785168000000,1785168900000,2026-07-27T16:00:00Z,UP,YES,,1.0875,official-venue-resolution,f,f,f
bnb,bnb:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,570.72,official-venue-resolution,f,f,f
btc,btc:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,64671.16,official-venue-resolution,f,f,f
doge,doge:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,0.071785,official-venue-resolution,f,f,f
eth,eth:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,1935.4,official-venue-resolution,f,f,f
hype,hype:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,57.7258,official-venue-resolution,f,f,f
sol,sol:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,75.6248,official-venue-resolution,f,f,f
xrp,xrp:1785168900000,1785168900000,1785169800000,2026-07-27T16:15:00Z,UP,YES,,1.0924,official-venue-resolution,f,f,f
bnb,bnb:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,571.49,official-venue-resolution,f,f,f
btc,btc:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,64848.76,official-venue-resolution,f,f,f
doge,doge:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,0.0720409,official-venue-resolution,f,f,f
eth,eth:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,1940.14,official-venue-resolution,f,f,f
hype,hype:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,DOWN,NO,,57.6694,official-venue-resolution,f,f,f
sol,sol:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,75.7493,official-venue-resolution,f,f,f
xrp,xrp:1785169800000,1785169800000,1785170700000,2026-07-27T16:30:00Z,UP,YES,,1.0937,official-venue-resolution,f,f,f
bnb,bnb:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,571.44,official-venue-resolution,f,f,f
btc,btc:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,64838.44,official-venue-resolution,f,f,f
doge,doge:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,0.0720399,official-venue-resolution,f,f,f
eth,eth:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,1938.32,official-venue-resolution,f,f,f
hype,hype:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,57.5742,official-venue-resolution,f,f,f
sol,sol:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,UP,YES,,75.8798,official-venue-resolution,f,f,f
xrp,xrp:1785170700000,1785170700000,1785171600000,2026-07-27T16:45:00Z,DOWN,NO,,1.0926,official-venue-resolution,f,f,f
bnb,bnb:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,571.81,official-venue-resolution,f,f,f
btc,btc:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,DOWN,NO,,64825.66,official-venue-resolution,f,f,f
doge,doge:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,0.0721303,official-venue-resolution,f,f,f
eth,eth:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,DOWN,NO,,1937.3,official-venue-resolution,f,f,f
hype,hype:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,57.6843,official-venue-resolution,f,f,f
sol,sol:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,75.883,official-venue-resolution,f,f,f
xrp,xrp:1785171600000,1785171600000,1785172500000,2026-07-27T17:00:00Z,UP,YES,,1.0929,official-venue-resolution,f,f,f
bnb,bnb:1785172500000,1785172500000,1785173400000,2026-07-27T17:15:00Z,UP,YES,,573.55,official-venue-resolution,f,f,f
btc,btc:1785172500000,1785172500000,1785173400000,2026-07-27T17:15:00Z,UP,YES,,64938.13,official-venue-resolution,f,f,f
doge,doge:1785172500000,1785172500000,1785173400000,2026-07-27T17:15:00Z,DOWN,NO,,0.0720769,official-venue-resolution,f,f,f
eth,eth:1785172500000,1785172500000,1785173400000,2026-07-27T17:15:00Z,UP,YES,,1940.6,official-venue-resolution,f,f,f
hype,hype:1785172500000,1785172500000,1785173400000,2026-07-27T17:15:00Z,DOWN,NO,,57.5041,official-venue-resolution,f,f,f
sol,sol:1785172500000,1785172500000,1785173400000,2026-07-27T17:15:00Z,UP,YES,,75.9672,official-venue-resolution,f,f,f
xrp,xrp:1785172500000,1785172500000,1785173400000,2026-07-27T17:15:00Z,DOWN,YES,,1.0929,official-venue-resolution,t,t,f
bnb,bnb:1785173400000,1785173400000,1785174300000,2026-07-27T17:30:00Z,UP,YES,,573.75,official-venue-resolution,f,f,f
btc,btc:1785173400000,1785173400000,1785174300000,2026-07-27T17:30:00Z,DOWN,YES,,64942.36,official-venue-resolution,t,t,f
doge,doge:1785173400000,1785173400000,1785174300000,2026-07-27T17:30:00Z,DOWN,NO,,0.0720462,official-venue-resolution,f,f,f
eth,eth:1785173400000,1785173400000,1785174300000,2026-07-27T17:30:00Z,UP,YES,,1940.82,official-venue-resolution,f,f,f
hype,hype:1785173400000,1785173400000,1785174300000,2026-07-27T17:30:00Z,UP,YES,,57.5286,official-venue-resolution,f,f,f
sol,sol:1785173400000,1785173400000,1785174300000,2026-07-27T17:30:00Z,DOWN,NO,,75.9142,official-venue-resolution,f,f,f
xrp,xrp:1785173400000,1785173400000,1785174300000,2026-07-27T17:30:00Z,UP,YES,,1.0939,official-venue-resolution,f,f,f
bnb,bnb:1785174300000,1785174300000,1785175200000,2026-07-27T17:45:00Z,UP,YES,,574.33,official-venue-resolution,f,f,f
btc,btc:1785174300000,1785174300000,1785175200000,2026-07-27T17:45:00Z,UP,YES,,64951.86,official-venue-resolution,f,f,f
doge,doge:1785174300000,1785174300000,1785175200000,2026-07-27T17:45:00Z,UP,YES,,0.0720501,official-venue-resolution,f,f,f
eth,eth:1785174300000,1785174300000,1785175200000,2026-07-27T17:45:00Z,UP,YES,,1941.73,official-venue-resolution,f,f,f
hype,hype:1785174300000,1785174300000,1785175200000,2026-07-27T17:45:00Z,DOWN,NO,,57.1824,official-venue-resolution,f,f,f
sol,sol:1785174300000,1785174300000,1785175200000,2026-07-27T17:45:00Z,DOWN,NO,,75.8358,official-venue-resolution,f,f,f
xrp,xrp:1785174300000,1785174300000,1785175200000,2026-07-27T17:45:00Z,DOWN,NO,,1.0931,official-venue-resolution,f,f,f
bnb,bnb:1785175200000,1785175200000,1785176100000,2026-07-27T18:00:00Z,DOWN,NO,,574.28,official-venue-resolution,f,f,f
btc,btc:1785175200000,1785175200000,1785176100000,2026-07-27T18:00:00Z,DOWN,NO,,64908.12,official-venue-resolution,f,f,f
doge,doge:1785175200000,1785175200000,1785176100000,2026-07-27T18:00:00Z,DOWN,NO,,0.0718962,official-venue-resolution,f,f,f
eth,eth:1785175200000,1785175200000,1785176100000,2026-07-27T18:00:00Z,DOWN,NO,,1940.16,official-venue-resolution,f,f,f
hype,hype:1785175200000,1785175200000,1785176100000,2026-07-27T18:00:00Z,DOWN,NO,,56.8024,official-venue-resolution,f,f,f
sol,sol:1785175200000,1785175200000,1785176100000,2026-07-27T18:00:00Z,DOWN,NO,,75.7292,official-venue-resolution,f,f,f
xrp,xrp:1785175200000,1785175200000,1785176100000,2026-07-27T18:00:00Z,DOWN,NO,,1.0927,official-venue-resolution,f,f,f
bnb,bnb:1785176100000,1785176100000,1785177000000,2026-07-27T18:15:00Z,UP,YES,,574.47,official-venue-resolution,f,f,f
btc,btc:1785176100000,1785176100000,1785177000000,2026-07-27T18:15:00Z,DOWN,NO,,64841.9,official-venue-resolution,f,f,f
doge,doge:1785176100000,1785176100000,1785177000000,2026-07-27T18:15:00Z,DOWN,NO,,0.0717692,official-venue-resolution,f,f,f
eth,eth:1785176100000,1785176100000,1785177000000,2026-07-27T18:15:00Z,DOWN,NO,,1936.59,official-venue-resolution,f,f,f
hype,hype:1785176100000,1785176100000,1785177000000,2026-07-27T18:15:00Z,DOWN,NO,,56.7061,official-venue-resolution,f,f,f
sol,sol:1785176100000,1785176100000,1785177000000,2026-07-27T18:15:00Z,DOWN,NO,,75.5395,official-venue-resolution,f,f,f
xrp,xrp:1785176100000,1785176100000,1785177000000,2026-07-27T18:15:00Z,DOWN,NO,,1.0903,official-venue-resolution,f,f,f
bnb,bnb:1785177000000,1785177000000,1785177900000,2026-07-27T18:30:00Z,DOWN,NO,,574.11,official-venue-resolution,f,f,f
btc,btc:1785177000000,1785177000000,1785177900000,2026-07-27T18:30:00Z,DOWN,NO,,64788.28,official-venue-resolution,f,f,f
doge,doge:1785177000000,1785177000000,1785177900000,2026-07-27T18:30:00Z,DOWN,NO,,0.0716632,official-venue-resolution,f,f,f
eth,eth:1785177000000,1785177000000,1785177900000,2026-07-27T18:30:00Z,DOWN,NO,,1934.25,official-venue-resolution,f,f,f
hype,hype:1785177000000,1785177000000,1785177900000,2026-07-27T18:30:00Z,DOWN,NO,,56.4303,official-venue-resolution,f,f,f
sol,sol:1785177000000,1785177000000,1785177900000,2026-07-27T18:30:00Z,DOWN,NO,,75.4155,official-venue-resolution,f,f,f
xrp,xrp:1785177000000,1785177000000,1785177900000,2026-07-27T18:30:00Z,DOWN,NO,,1.0876,official-venue-resolution,f,f,f
bnb,bnb:1785177900000,1785177900000,1785178800000,2026-07-27T18:45:00Z,UP,YES,,575.09,official-venue-resolution,f,f,f
btc,btc:1785177900000,1785177900000,1785178800000,2026-07-27T18:45:00Z,UP,YES,,64803.99,official-venue-resolution,f,f,f
doge,doge:1785177900000,1785177900000,1785178800000,2026-07-27T18:45:00Z,UP,YES,,0.0717328,official-venue-resolution,f,f,f
eth,eth:1785177900000,1785177900000,1785178800000,2026-07-27T18:45:00Z,UP,YES,,1937.34,official-venue-resolution,f,f,f
hype,hype:1785177900000,1785177900000,1785178800000,2026-07-27T18:45:00Z,UP,YES,,56.6556,official-venue-resolution,f,f,f
sol,sol:1785177900000,1785177900000,1785178800000,2026-07-27T18:45:00Z,UP,YES,,75.5365,official-venue-resolution,f,f,f
xrp,xrp:1785177900000,1785177900000,1785178800000,2026-07-27T18:45:00Z,UP,YES,,1.0891,official-venue-resolution,f,f,f
bnb,bnb:1785178800000,1785178800000,1785179700000,2026-07-27T19:00:00Z,UP,YES,,575.18,official-venue-resolution,f,f,f
btc,btc:1785178800000,1785178800000,1785179700000,2026-07-27T19:00:00Z,UP,YES,,64907.88,official-venue-resolution,f,f,f
doge,doge:1785178800000,1785178800000,1785179700000,2026-07-27T19:00:00Z,UP,YES,,0.0719818,official-venue-resolution,f,f,f
eth,eth:1785178800000,1785178800000,1785179700000,2026-07-27T19:00:00Z,UP,YES,,1946.54,official-venue-resolution,f,f,f
hype,hype:1785178800000,1785178800000,1785179700000,2026-07-27T19:00:00Z,UP,YES,,56.7931,official-venue-resolution,f,f,f
sol,sol:1785178800000,1785178800000,1785179700000,2026-07-27T19:00:00Z,UP,YES,,75.8185,official-venue-resolution,f,f,f
xrp,xrp:1785178800000,1785178800000,1785179700000,2026-07-27T19:00:00Z,UP,YES,,1.0916,official-venue-resolution,f,f,f
bnb,bnb:1785179700000,1785179700000,1785180600000,2026-07-27T19:15:00Z,DOWN,NO,,574.8,official-venue-resolution,f,f,f
btc,btc:1785179700000,1785179700000,1785180600000,2026-07-27T19:15:00Z,UP,NO,,64907.12,official-venue-resolution,t,f,t
doge,doge:1785179700000,1785179700000,1785180600000,2026-07-27T19:15:00Z,DOWN,NO,,0.0719193,official-venue-resolution,f,f,f
eth,eth:1785179700000,1785179700000,1785180600000,2026-07-27T19:15:00Z,UP,YES,,1947.94,official-venue-resolution,f,f,f
hype,hype:1785179700000,1785179700000,1785180600000,2026-07-27T19:15:00Z,UP,YES,,56.9895,official-venue-resolution,f,f,f
sol,sol:1785179700000,1785179700000,1785180600000,2026-07-27T19:15:00Z,DOWN,NO,,75.765,official-venue-resolution,f,f,f
xrp,xrp:1785179700000,1785179700000,1785180600000,2026-07-27T19:15:00Z,DOWN,NO,,1.0907,official-venue-resolution,f,f,f
bnb,bnb:1785180600000,1785180600000,1785181500000,2026-07-27T19:30:00Z,UP,YES,,575.18,official-venue-resolution,f,f,f
btc,btc:1785180600000,1785180600000,1785181500000,2026-07-27T19:30:00Z,DOWN,YES,,64916.04,official-venue-resolution,t,t,f
doge,doge:1785180600000,1785180600000,1785181500000,2026-07-27T19:30:00Z,DOWN,YES,,0.0719209,official-venue-resolution,t,t,f
eth,eth:1785180600000,1785180600000,1785181500000,2026-07-27T19:30:00Z,UP,YES,,1949.3,official-venue-resolution,f,f,f
hype,hype:1785180600000,1785180600000,1785181500000,2026-07-27T19:30:00Z,UP,YES,,57.0319,official-venue-resolution,f,f,f
sol,sol:1785180600000,1785180600000,1785181500000,2026-07-27T19:30:00Z,DOWN,YES,,75.781,official-venue-resolution,t,t,f
xrp,xrp:1785180600000,1785180600000,1785181500000,2026-07-27T19:30:00Z,UP,YES,,1.0926,official-venue-resolution,f,f,f
bnb,bnb:1785181500000,1785181500000,1785182400000,2026-07-27T19:45:00Z,UP,YES,,575.24,official-venue-resolution,f,f,f
btc,btc:1785181500000,1785181500000,1785182400000,2026-07-27T19:45:00Z,UP,NO,,64902.54,official-venue-resolution,t,f,t
doge,doge:1785181500000,1785181500000,1785182400000,2026-07-27T19:45:00Z,UP,NO,,,official-venue-resolution,t,f,t
eth,eth:1785181500000,1785181500000,1785182400000,2026-07-27T19:45:00Z,DOWN,NO,,1947.15,official-venue-resolution,f,f,f
hype,hype:1785181500000,1785181500000,1785182400000,2026-07-27T19:45:00Z,UP,YES,,57.2562,official-venue-resolution,f,f,f
sol,sol:1785181500000,1785181500000,1785182400000,2026-07-27T19:45:00Z,UP,YES,,75.97,official-venue-resolution,f,f,f
xrp,xrp:1785181500000,1785181500000,1785182400000,2026-07-27T19:45:00Z,DOWN,NO,,1.0911,official-venue-resolution,f,f,f
bnb,bnb:1785182400000,1785182400000,1785183300000,2026-07-27T20:00:00Z,DOWN,YES,,575.3,official-venue-resolution,t,t,f
btc,btc:1785182400000,1785182400000,1785183300000,2026-07-27T20:00:00Z,DOWN,NO,,64891.3,official-venue-resolution,f,f,f
doge,doge:1785182400000,1785182400000,1785183300000,2026-07-27T20:00:00Z,DOWN,NO,,0.0718621,official-venue-resolution,f,f,f
eth,eth:1785182400000,1785182400000,1785183300000,2026-07-27T20:00:00Z,DOWN,NO,,1944.24,official-venue-resolution,f,f,f
hype,hype:1785182400000,1785182400000,1785183300000,2026-07-27T20:00:00Z,DOWN,NO,,56.9896,official-venue-resolution,f,f,f
sol,sol:1785182400000,1785182400000,1785183300000,2026-07-27T20:00:00Z,DOWN,NO,,75.8395,official-venue-resolution,f,f,f
xrp,xrp:1785182400000,1785182400000,1785183300000,2026-07-27T20:00:00Z,DOWN,NO,,1.0907,official-venue-resolution,f,f,f
bnb,bnb:1785183300000,1785183300000,1785184200000,2026-07-27T20:15:00Z,DOWN,NO,,575.26,official-venue-resolution,f,f,f
btc,btc:1785183300000,1785183300000,1785184200000,2026-07-27T20:15:00Z,UP,YES,,64941.19,official-venue-resolution,f,f,f
doge,doge:1785183300000,1785183300000,1785184200000,2026-07-27T20:15:00Z,UP,YES,,0.0720233,official-venue-resolution,f,f,f
eth,eth:1785183300000,1785183300000,1785184200000,2026-07-27T20:15:00Z,UP,YES,,1945.45,official-venue-resolution,f,f,f
hype,hype:1785183300000,1785183300000,1785184200000,2026-07-27T20:15:00Z,UP,YES,,57.1384,official-venue-resolution,f,f,f
sol,sol:1785183300000,1785183300000,1785184200000,2026-07-27T20:15:00Z,UP,YES,,76.0348,official-venue-resolution,f,f,f
xrp,xrp:1785183300000,1785183300000,1785184200000,2026-07-27T20:15:00Z,UP,YES,,1.091,official-venue-resolution,f,f,f
bnb,bnb:1785184200000,1785184200000,1785185100000,2026-07-27T20:30:00Z,DOWN,NO,,574.39,official-venue-resolution,f,f,f
btc,btc:1785184200000,1785184200000,1785185100000,2026-07-27T20:30:00Z,DOWN,NO,,64887.65,official-venue-resolution,f,f,f
doge,doge:1785184200000,1785184200000,1785185100000,2026-07-27T20:30:00Z,DOWN,NO,,0.0719571,official-venue-resolution,f,f,f
eth,eth:1785184200000,1785184200000,1785185100000,2026-07-27T20:30:00Z,DOWN,NO,,1943.54,official-venue-resolution,f,f,f
hype,hype:1785184200000,1785184200000,1785185100000,2026-07-27T20:30:00Z,DOWN,NO,,56.9977,official-venue-resolution,f,f,f
sol,sol:1785184200000,1785184200000,1785185100000,2026-07-27T20:30:00Z,DOWN,NO,,75.8242,official-venue-resolution,f,f,f
xrp,xrp:1785184200000,1785184200000,1785185100000,2026-07-27T20:30:00Z,DOWN,NO,,1.0893,official-venue-resolution,f,f,f
bnb,bnb:1785185100000,1785185100000,1785186000000,2026-07-27T20:45:00Z,DOWN,NO,,574.17,official-venue-resolution,f,f,f
btc,btc:1785185100000,1785185100000,1785186000000,2026-07-27T20:45:00Z,UP,YES,,64898.33,official-venue-resolution,f,f,f
doge,doge:1785185100000,1785185100000,1785186000000,2026-07-27T20:45:00Z,UP,YES,,0.0720527,official-venue-resolution,f,f,f
eth,eth:1785185100000,1785185100000,1785186000000,2026-07-27T20:45:00Z,UP,YES,,1945.03,official-venue-resolution,f,f,f
hype,hype:1785185100000,1785185100000,1785186000000,2026-07-27T20:45:00Z,UP,YES,,57.1916,official-venue-resolution,f,f,f
sol,sol:1785185100000,1785185100000,1785186000000,2026-07-27T20:45:00Z,UP,YES,,75.9292,official-venue-resolution,f,f,f
xrp,xrp:1785185100000,1785185100000,1785186000000,2026-07-27T20:45:00Z,UP,YES,,1.0901,official-venue-resolution,f,f,f
bnb,bnb:1785186000000,1785186000000,1785186900000,2026-07-27T21:00:00Z,UP,YES,,574.36,official-venue-resolution,f,f,f
btc,btc:1785186000000,1785186000000,1785186900000,2026-07-27T21:00:00Z,DOWN,NO,,64846.12,official-venue-resolution,f,f,f
doge,doge:1785186000000,1785186000000,1785186900000,2026-07-27T21:00:00Z,DOWN,NO,,0.0720384,official-venue-resolution,f,f,f
