asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes
bnb,bnb:1784997000000,1784997000000,1784997900000,2026-07-25T16:30:00Z,UP,YES,,567.35,official-venue-resolution,f,f,f
btc,btc:1784997000000,1784997000000,1784997900000,2026-07-25T16:30:00Z,UP,YES,,64140.38,official-venue-resolution,f,f,f
doge,doge:1784997000000,1784997000000,1784997900000,2026-07-25T16:30:00Z,UP,YES,,0.0719828,official-venue-resolution,f,f,f
eth,eth:1784997000000,1784997000000,1784997900000,2026-07-25T16:30:00Z,UP,YES,,1867.28,official-venue-resolution,f,f,f
hype,hype:1784997000000,1784997000000,1784997900000,2026-07-25T16:30:00Z,UP,YES,,57.8495,official-venue-resolution,f,f,f
sol,sol:1784997000000,1784997000000,1784997900000,2026-07-25T16:30:00Z,UP,YES,,74.2592,official-venue-resolution,f,f,f
xrp,xrp:1784997000000,1784997000000,1784997900000,2026-07-25T16:30:00Z,UP,YES,,1.1008,official-venue-resolution,f,f,f
bnb,bnb:1784997900000,1784997900000,1784998800000,2026-07-25T16:45:00Z,DOWN,NO,,567.28,official-venue-resolution,f,f,f
btc,btc:1784997900000,1784997900000,1784998800000,2026-07-25T16:45:00Z,UP,YES,,64148.63,official-venue-resolution,f,f,f
doge,doge:1784997900000,1784997900000,1784998800000,2026-07-25T16:45:00Z,UP,YES,,0.0720772,official-venue-resolution,f,f,f
eth,eth:1784997900000,1784997900000,1784998800000,2026-07-25T16:45:00Z,DOWN,NO,,1866.47,official-venue-resolution,f,f,f
hype,hype:1784997900000,1784997900000,1784998800000,2026-07-25T16:45:00Z,UP,YES,,57.9002,official-venue-resolution,f,f,f
sol,sol:1784997900000,1784997900000,1784998800000,2026-07-25T16:45:00Z,DOWN,YES,,74.2682,official-venue-resolution,t,t,f
xrp,xrp:1784997900000,1784997900000,1784998800000,2026-07-25T16:45:00Z,UP,YES,,1.1018,official-venue-resolution,f,f,f
bnb,bnb:1784998800000,1784998800000,1784999700000,2026-07-25T17:00:00Z,DOWN,NO,,566.9,official-venue-resolution,f,f,f
btc,btc:1784998800000,1784998800000,1784999700000,2026-07-25T17:00:00Z,DOWN,NO,,64146.03,official-venue-resolution,f,f,f
doge,doge:1784998800000,1784998800000,1784999700000,2026-07-25T17:00:00Z,UP,YES,,0.0722296,official-venue-resolution,f,f,f
eth,eth:1784998800000,1784998800000,1784999700000,2026-07-25T17:00:00Z,UP,YES,,1867.34,official-venue-resolution,f,f,f
hype,hype:1784998800000,1784998800000,1784999700000,2026-07-25T17:00:00Z,DOWN,NO,,57.8373,official-venue-resolution,f,f,f
sol,sol:1784998800000,1784998800000,1784999700000,2026-07-25T17:00:00Z,UP,YES,,74.2778,official-venue-resolution,f,f,f
xrp,xrp:1784998800000,1784998800000,1784999700000,2026-07-25T17:00:00Z,DOWN,NO,,1.1009,official-venue-resolution,f,f,f
bnb,bnb:1784999700000,1784999700000,1785000600000,2026-07-25T17:15:00Z,UP,YES,,567.72,official-venue-resolution,f,f,f
btc,btc:1784999700000,1784999700000,1785000600000,2026-07-25T17:15:00Z,UP,YES,,64209.96,official-venue-resolution,f,f,f
doge,doge:1784999700000,1784999700000,1785000600000,2026-07-25T17:15:00Z,UP,YES,,0.0725916,official-venue-resolution,f,f,f
eth,eth:1784999700000,1784999700000,1785000600000,2026-07-25T17:15:00Z,UP,YES,,1869.87,official-venue-resolution,f,f,f
hype,hype:1784999700000,1784999700000,1785000600000,2026-07-25T17:15:00Z,UP,YES,,58.0459,official-venue-resolution,f,f,f
sol,sol:1784999700000,1784999700000,1785000600000,2026-07-25T17:15:00Z,UP,YES,,74.4183,official-venue-resolution,f,f,f
xrp,xrp:1784999700000,1784999700000,1785000600000,2026-07-25T17:15:00Z,UP,YES,,1.1026,official-venue-resolution,f,f,f
bnb,bnb:1785000600000,1785000600000,1785001500000,2026-07-25T17:30:00Z,UP,YES,,568.35,official-venue-resolution,f,f,f
btc,btc:1785000600000,1785000600000,1785001500000,2026-07-25T17:30:00Z,UP,YES,,64226.69,official-venue-resolution,f,f,f
doge,doge:1785000600000,1785000600000,1785001500000,2026-07-25T17:30:00Z,UP,YES,,0.0731582,official-venue-resolution,f,f,f
eth,eth:1785000600000,1785000600000,1785001500000,2026-07-25T17:30:00Z,UP,YES,,1872.05,official-venue-resolution,f,f,f
hype,hype:1785000600000,1785000600000,1785001500000,2026-07-25T17:30:00Z,UP,YES,,58.3697,official-venue-resolution,f,f,f
sol,sol:1785000600000,1785000600000,1785001500000,2026-07-25T17:30:00Z,UP,YES,,74.5412,official-venue-resolution,f,f,f
xrp,xrp:1785000600000,1785000600000,1785001500000,2026-07-25T17:30:00Z,UP,YES,,1.1069,official-venue-resolution,f,f,f
bnb,bnb:1785001500000,1785001500000,1785002400000,2026-07-25T17:45:00Z,DOWN,NO,,567.92,official-venue-resolution,f,f,f
btc,btc:1785001500000,1785001500000,1785002400000,2026-07-25T17:45:00Z,DOWN,NO,,64194.27,official-venue-resolution,f,f,f
doge,doge:1785001500000,1785001500000,1785002400000,2026-07-25T17:45:00Z,UP,YES,,0.0731923,official-venue-resolution,f,f,f
eth,eth:1785001500000,1785001500000,1785002400000,2026-07-25T17:45:00Z,DOWN,NO,,1871.01,official-venue-resolution,f,f,f
hype,hype:1785001500000,1785001500000,1785002400000,2026-07-25T17:45:00Z,DOWN,NO,,58.239,official-venue-resolution,f,f,f
sol,sol:1785001500000,1785001500000,1785002400000,2026-07-25T17:45:00Z,DOWN,NO,,74.4043,official-venue-resolution,f,f,f
xrp,xrp:1785001500000,1785001500000,1785002400000,2026-07-25T17:45:00Z,DOWN,NO,,1.1023,official-venue-resolution,f,f,f
bnb,bnb:1785002400000,1785002400000,1785003300000,2026-07-25T18:00:00Z,UP,YES,,568.3,official-venue-resolution,f,f,f
btc,btc:1785002400000,1785002400000,1785003300000,2026-07-25T18:00:00Z,UP,YES,,64299.6,official-venue-resolution,f,f,f
doge,doge:1785002400000,1785002400000,1785003300000,2026-07-25T18:00:00Z,DOWN,NO,,0.0731917,official-venue-resolution,f,f,f
eth,eth:1785002400000,1785002400000,1785003300000,2026-07-25T18:00:00Z,UP,YES,,1872.36,official-venue-resolution,f,f,f
hype,hype:1785002400000,1785002400000,1785003300000,2026-07-25T18:00:00Z,UP,YES,,58.3733,official-venue-resolution,f,f,f
sol,sol:1785002400000,1785002400000,1785003300000,2026-07-25T18:00:00Z,UP,YES,,74.49,official-venue-resolution,f,f,f
xrp,xrp:1785002400000,1785002400000,1785003300000,2026-07-25T18:00:00Z,DOWN,NO,,1.1021,official-venue-resolution,f,f,f
bnb,bnb:1785003300000,1785003300000,1785004200000,2026-07-25T18:15:00Z,UP,YES,,568.6,official-venue-resolution,f,f,f
btc,btc:1785003300000,1785003300000,1785004200000,2026-07-25T18:15:00Z,UP,YES,,64349.44,official-venue-resolution,f,f,f
doge,doge:1785003300000,1785003300000,1785004200000,2026-07-25T18:15:00Z,DOWN,NO,,0.0730804,official-venue-resolution,f,f,f
eth,eth:1785003300000,1785003300000,1785004200000,2026-07-25T18:15:00Z,UP,YES,,1873.51,official-venue-resolution,f,f,f
hype,hype:1785003300000,1785003300000,1785004200000,2026-07-25T18:15:00Z,UP,YES,,58.467,official-venue-resolution,f,f,f
sol,sol:1785003300000,1785003300000,1785004200000,2026-07-25T18:15:00Z,UP,YES,,74.5017,official-venue-resolution,f,f,f
xrp,xrp:1785003300000,1785003300000,1785004200000,2026-07-25T18:15:00Z,UP,YES,,1.1026,official-venue-resolution,f,f,f
bnb,bnb:1785004200000,1785004200000,1785005100000,2026-07-25T18:30:00Z,DOWN,NO,,568.42,official-venue-resolution,f,f,f
btc,btc:1785004200000,1785004200000,1785005100000,2026-07-25T18:30:00Z,DOWN,NO,,64342.53,official-venue-resolution,f,f,f
doge,doge:1785004200000,1785004200000,1785005100000,2026-07-25T18:30:00Z,DOWN,NO,,0.0730548,official-venue-resolution,f,f,f
eth,eth:1785004200000,1785004200000,1785005100000,2026-07-25T18:30:00Z,DOWN,NO,,1872.82,official-venue-resolution,f,f,f
hype,hype:1785004200000,1785004200000,1785005100000,2026-07-25T18:30:00Z,DOWN,NO,,58.4023,official-venue-resolution,f,f,f
sol,sol:1785004200000,1785004200000,1785005100000,2026-07-25T18:30:00Z,DOWN,YES,,74.5453,official-venue-resolution,t,t,f
xrp,xrp:1785004200000,1785004200000,1785005100000,2026-07-25T18:30:00Z,DOWN,NO,,1.1025,official-venue-resolution,f,f,f
bnb,bnb:1785005100000,1785005100000,1785006000000,2026-07-25T18:45:00Z,UP,YES,,568.73,official-venue-resolution,f,f,f
btc,btc:1785005100000,1785005100000,1785006000000,2026-07-25T18:45:00Z,UP,YES,,64365.87,official-venue-resolution,f,f,f
doge,doge:1785005100000,1785005100000,1785006000000,2026-07-25T18:45:00Z,DOWN,NO,,0.0728808,official-venue-resolution,f,f,f
eth,eth:1785005100000,1785005100000,1785006000000,2026-07-25T18:45:00Z,UP,YES,,1874.14,official-venue-resolution,f,f,f
hype,hype:1785005100000,1785005100000,1785006000000,2026-07-25T18:45:00Z,UP,NO,,58.3848,official-venue-resolution,t,f,t
sol,sol:1785005100000,1785005100000,1785006000000,2026-07-25T18:45:00Z,UP,YES,,74.6227,official-venue-resolution,f,f,f
xrp,xrp:1785005100000,1785005100000,1785006000000,2026-07-25T18:45:00Z,DOWN,NO,,1.1021,official-venue-resolution,f,f,f
bnb,bnb:1785006000000,1785006000000,1785006900000,2026-07-25T19:00:00Z,DOWN,NO,,568.51,official-venue-resolution,f,f,f
btc,btc:1785006000000,1785006000000,1785006900000,2026-07-25T19:00:00Z,UP,YES,,64377.81,official-venue-resolution,f,f,f
doge,doge:1785006000000,1785006000000,1785006900000,2026-07-25T19:00:00Z,DOWN,NO,,0.0728177,official-venue-resolution,f,f,f
eth,eth:1785006000000,1785006000000,1785006900000,2026-07-25T19:00:00Z,UP,YES,,1874.65,official-venue-resolution,f,f,f
hype,hype:1785006000000,1785006000000,1785006900000,2026-07-25T19:00:00Z,UP,YES,,58.3871,official-venue-resolution,f,f,f
sol,sol:1785006000000,1785006000000,1785006900000,2026-07-25T19:00:00Z,UP,YES,,74.64,official-venue-resolution,f,f,f
xrp,xrp:1785006000000,1785006000000,1785006900000,2026-07-25T19:00:00Z,DOWN,NO,,1.1015,official-venue-resolution,f,f,f
bnb,bnb:1785006900000,1785006900000,1785007800000,2026-07-25T19:15:00Z,DOWN,NO,,568.31,official-venue-resolution,f,f,f
btc,btc:1785006900000,1785006900000,1785007800000,2026-07-25T19:15:00Z,DOWN,NO,,64366.22,official-venue-resolution,f,f,f
doge,doge:1785006900000,1785006900000,1785007800000,2026-07-25T19:15:00Z,DOWN,NO,,0.0726918,official-venue-resolution,f,f,f
eth,eth:1785006900000,1785006900000,1785007800000,2026-07-25T19:15:00Z,DOWN,NO,,1873.79,official-venue-resolution,f,f,f
hype,hype:1785006900000,1785006900000,1785007800000,2026-07-25T19:15:00Z,DOWN,NO,,58.3468,official-venue-resolution,f,f,f
sol,sol:1785006900000,1785006900000,1785007800000,2026-07-25T19:15:00Z,DOWN,NO,,74.5762,official-venue-resolution,f,f,f
xrp,xrp:1785006900000,1785006900000,1785007800000,2026-07-25T19:15:00Z,DOWN,NO,,1.0995,official-venue-resolution,f,f,f
bnb,bnb:1785007800000,1785007800000,1785008700000,2026-07-25T19:30:00Z,UP,YES,,568.44,official-venue-resolution,f,f,f
btc,btc:1785007800000,1785007800000,1785008700000,2026-07-25T19:30:00Z,DOWN,NO,,64349.9,official-venue-resolution,f,f,f
doge,doge:1785007800000,1785007800000,1785008700000,2026-07-25T19:30:00Z,UP,YES,,0.0726964,official-venue-resolution,f,f,f
eth,eth:1785007800000,1785007800000,1785008700000,2026-07-25T19:30:00Z,UP,YES,,1874.28,official-venue-resolution,f,f,f
hype,hype:1785007800000,1785007800000,1785008700000,2026-07-25T19:30:00Z,DOWN,NO,,58.1594,official-venue-resolution,f,f,f
sol,sol:1785007800000,1785007800000,1785008700000,2026-07-25T19:30:00Z,DOWN,NO,,74.539,official-venue-resolution,f,f,f
xrp,xrp:1785007800000,1785007800000,1785008700000,2026-07-25T19:30:00Z,DOWN,NO,,1.0988,official-venue-resolution,f,f,f
bnb,bnb:1785008700000,1785008700000,1785009600000,2026-07-25T19:45:00Z,UP,NO,,568.43,official-venue-resolution,t,f,t
btc,btc:1785008700000,1785008700000,1785009600000,2026-07-25T19:45:00Z,DOWN,NO,,64335.34,official-venue-resolution,f,f,f
doge,doge:1785008700000,1785008700000,1785009600000,2026-07-25T19:45:00Z,UP,YES,,0.0727453,official-venue-resolution,f,f,f
eth,eth:1785008700000,1785008700000,1785009600000,2026-07-25T19:45:00Z,DOWN,NO,,1873.4,official-venue-resolution,f,f,f
hype,hype:1785008700000,1785008700000,1785009600000,2026-07-25T19:45:00Z,DOWN,NO,,58.076,official-venue-resolution,f,f,f
sol,sol:1785008700000,1785008700000,1785009600000,2026-07-25T19:45:00Z,DOWN,NO,,74.5193,official-venue-resolution,f,f,f
xrp,xrp:1785008700000,1785008700000,1785009600000,2026-07-25T19:45:00Z,UP,YES,,1.0995,official-venue-resolution,f,f,f
bnb,bnb:1785009600000,1785009600000,1785010500000,2026-07-25T20:00:00Z,UP,YES,,568.67,official-venue-resolution,f,f,f
btc,btc:1785009600000,1785009600000,1785010500000,2026-07-25T20:00:00Z,DOWN,NO,,64316.47,official-venue-resolution,f,f,f
doge,doge:1785009600000,1785009600000,1785010500000,2026-07-25T20:00:00Z,DOWN,NO,,0.0726221,official-venue-resolution,f,f,f
eth,eth:1785009600000,1785009600000,1785010500000,2026-07-25T20:00:00Z,DOWN,NO,,1872.71,official-venue-resolution,f,f,f
hype,hype:1785009600000,1785009600000,1785010500000,2026-07-25T20:00:00Z,DOWN,NO,,57.9973,official-venue-resolution,f,f,f
sol,sol:1785009600000,1785009600000,1785010500000,2026-07-25T20:00:00Z,DOWN,NO,,74.4608,official-venue-resolution,f,f,f
xrp,xrp:1785009600000,1785009600000,1785010500000,2026-07-25T20:00:00Z,UP,YES,,1.0999,official-venue-resolution,f,f,f
bnb,bnb:1785010500000,1785010500000,1785011400000,2026-07-25T20:15:00Z,DOWN,NO,,568.52,official-venue-resolution,f,f,f
btc,btc:1785010500000,1785010500000,1785011400000,2026-07-25T20:15:00Z,DOWN,NO,,64314.45,official-venue-resolution,f,f,f
doge,doge:1785010500000,1785010500000,1785011400000,2026-07-25T20:15:00Z,DOWN,NO,,0.0724634,official-venue-resolution,f,f,f
eth,eth:1785010500000,1785010500000,1785011400000,2026-07-25T20:15:00Z,DOWN,NO,,1870.81,official-venue-resolution,f,f,f
hype,hype:1785010500000,1785010500000,1785011400000,2026-07-25T20:15:00Z,UP,YES,,58.0783,official-venue-resolution,f,f,f
sol,sol:1785010500000,1785010500000,1785011400000,2026-07-25T20:15:00Z,DOWN,NO,,74.433,official-venue-resolution,f,f,f
xrp,xrp:1785010500000,1785010500000,1785011400000,2026-07-25T20:15:00Z,DOWN,NO,,1.0995,official-venue-resolution,f,f,f
bnb,bnb:1785011400000,1785011400000,1785012300000,2026-07-25T20:30:00Z,DOWN,NO,,568.21,official-venue-resolution,f,f,f
btc,btc:1785011400000,1785011400000,1785012300000,2026-07-25T20:30:00Z,DOWN,NO,,64265.08,official-venue-resolution,f,f,f
doge,doge:1785011400000,1785011400000,1785012300000,2026-07-25T20:30:00Z,DOWN,NO,,0.0724151,official-venue-resolution,f,f,f
eth,eth:1785011400000,1785011400000,1785012300000,2026-07-25T20:30:00Z,DOWN,NO,,1869.92,official-venue-resolution,f,f,f
hype,hype:1785011400000,1785011400000,1785012300000,2026-07-25T20:30:00Z,DOWN,NO,,58.0633,official-venue-resolution,f,f,f
sol,sol:1785011400000,1785011400000,1785012300000,2026-07-25T20:30:00Z,DOWN,NO,,74.41,official-venue-resolution,f,f,f
xrp,xrp:1785011400000,1785011400000,1785012300000,2026-07-25T20:30:00Z,DOWN,NO,,1.0988,official-venue-resolution,f,f,f
bnb,bnb:1785012300000,1785012300000,1785013200000,2026-07-25T20:45:00Z,UP,NO,,568.18,official-venue-resolution,t,f,t
btc,btc:1785012300000,1785012300000,1785013200000,2026-07-25T20:45:00Z,UP,YES,,64273.09,official-venue-resolution,f,f,f
doge,doge:1785012300000,1785012300000,1785013200000,2026-07-25T20:45:00Z,UP,YES,,0.0724734,official-venue-resolution,f,f,f
eth,eth:1785012300000,1785012300000,1785013200000,2026-07-25T20:45:00Z,UP,YES,,1870.5,official-venue-resolution,f,f,f
hype,hype:1785012300000,1785012300000,1785013200000,2026-07-25T20:45:00Z,UP,YES,,58.1264,official-venue-resolution,f,f,f
sol,sol:1785012300000,1785012300000,1785013200000,2026-07-25T20:45:00Z,DOWN,NO,,74.3552,official-venue-resolution,f,f,f
xrp,xrp:1785012300000,1785012300000,1785013200000,2026-07-25T20:45:00Z,DOWN,NO,,1.0975,official-venue-resolution,f,f,f
bnb,bnb:1785013200000,1785013200000,1785014100000,2026-07-25T21:00:00Z,UP,YES,,568.21,official-venue-resolution,f,f,f
btc,btc:1785013200000,1785013200000,1785014100000,2026-07-25T21:00:00Z,DOWN,NO,,64222.96,official-venue-resolution,f,f,f
doge,doge:1785013200000,1785013200000,1785014100000,2026-07-25T21:00:00Z,DOWN,NO,,0.0722817,official-venue-resolution,f,f,f
eth,eth:1785013200000,1785013200000,1785014100000,2026-07-25T21:00:00Z,DOWN,NO,,1868.62,official-venue-resolution,f,f,f
hype,hype:1785013200000,1785013200000,1785014100000,2026-07-25T21:00:00Z,DOWN,NO,,57.999,official-venue-resolution,f,f,f
sol,sol:1785013200000,1785013200000,1785014100000,2026-07-25T21:00:00Z,DOWN,NO,,74.295,official-venue-resolution,f,f,f
xrp,xrp:1785013200000,1785013200000,1785014100000,2026-07-25T21:00:00Z,UP,YES,,1.0976,official-venue-resolution,f,f,f
bnb,bnb:1785014100000,1785014100000,1785015000000,2026-07-25T21:15:00Z,UP,YES,,568.63,official-venue-resolution,f,f,f
btc,btc:1785014100000,1785014100000,1785015000000,2026-07-25T21:15:00Z,UP,YES,,64234.34,official-venue-resolution,f,f,f
doge,doge:1785014100000,1785014100000,1785015000000,2026-07-25T21:15:00Z,UP,YES,,0.0723336,official-venue-resolution,f,f,f
eth,eth:1785014100000,1785014100000,1785015000000,2026-07-25T21:15:00Z,UP,YES,,1869.09,official-venue-resolution,f,f,f
hype,hype:1785014100000,1785014100000,1785015000000,2026-07-25T21:15:00Z,UP,YES,,58.0328,official-venue-resolution,f,f,f
sol,sol:1785014100000,1785014100000,1785015000000,2026-07-25T21:15:00Z,UP,YES,,74.3645,official-venue-resolution,f,f,f
xrp,xrp:1785014100000,1785014100000,1785015000000,2026-07-25T21:15:00Z,UP,YES,,1.0979,official-venue-resolution,f,f,f
bnb,bnb:1785015000000,1785015000000,1785015900000,2026-07-25T21:30:00Z,UP,YES,,569.42,official-venue-resolution,f,f,f
btc,btc:1785015000000,1785015000000,1785015900000,2026-07-25T21:30:00Z,UP,YES,,64286.53,official-venue-resolution,f,f,f
doge,doge:1785015000000,1785015000000,1785015900000,2026-07-25T21:30:00Z,UP,YES,,0.0724612,official-venue-resolution,f,f,f
eth,eth:1785015000000,1785015000000,1785015900000,2026-07-25T21:30:00Z,UP,YES,,1870.63,official-venue-resolution,f,f,f
hype,hype:1785015000000,1785015000000,1785015900000,2026-07-25T21:30:00Z,DOWN,NO,,57.9642,official-venue-resolution,f,f,f
sol,sol:1785015000000,1785015000000,1785015900000,2026-07-25T21:30:00Z,UP,YES,,74.4695,official-venue-resolution,f,f,f
xrp,xrp:1785015000000,1785015000000,1785015900000,2026-07-25T21:30:00Z,UP,YES,,1.099,official-venue-resolution,f,f,f
bnb,bnb:1785015900000,1785015900000,1785016800000,2026-07-25T21:45:00Z,DOWN,NO,,568.69,official-venue-resolution,f,f,f
btc,btc:1785015900000,1785015900000,1785016800000,2026-07-25T21:45:00Z,UP,YES,,64287.52,official-venue-resolution,f,f,f
doge,doge:1785015900000,1785015900000,1785016800000,2026-07-25T21:45:00Z,DOWN,NO,,0.0722637,official-venue-resolution,f,f,f
eth,eth:1785015900000,1785015900000,1785016800000,2026-07-25T21:45:00Z,UP,YES,,1870.99,official-venue-resolution,f,f,f
hype,hype:1785015900000,1785015900000,1785016800000,2026-07-25T21:45:00Z,UP,YES,,58.0917,official-venue-resolution,f,f,f
sol,sol:1785015900000,1785015900000,1785016800000,2026-07-25T21:45:00Z,DOWN,NO,,74.4057,official-venue-resolution,f,f,f
xrp,xrp:1785015900000,1785015900000,1785016800000,2026-07-25T21:45:00Z,DOWN,NO,,1.0987,official-venue-resolution,f,f,f
bnb,bnb:1785016800000,1785016800000,1785017700000,2026-07-25T22:00:00Z,UP,YES,,568.89,official-venue-resolution,f,f,f
btc,btc:1785016800000,1785016800000,1785017700000,2026-07-25T22:00:00Z,UP,YES,,64316.51,official-venue-resolution,f,f,f
doge,doge:1785016800000,1785016800000,1785017700000,2026-07-25T22:00:00Z,DOWN,NO,,0.0721954,official-venue-resolution,f,f,f
eth,eth:1785016800000,1785016800000,1785017700000,2026-07-25T22:00:00Z,UP,YES,,1872.32,official-venue-resolution,f,f,f
hype,hype:1785016800000,1785016800000,1785017700000,2026-07-25T22:00:00Z,DOWN,NO,,58.0816,official-venue-resolution,f,f,f
sol,sol:1785016800000,1785016800000,1785017700000,2026-07-25T22:00:00Z,DOWN,NO,,74.3925,official-venue-resolution,f,f,f
xrp,xrp:1785016800000,1785016800000,1785017700000,2026-07-25T22:00:00Z,UP,NO,,1.0983,official-venue-resolution,t,f,t
bnb,bnb:1785017700000,1785017700000,1785018600000,2026-07-25T22:15:00Z,UP,YES,,569.26,official-venue-resolution,f,f,f
btc,btc:1785017700000,1785017700000,1785018600000,2026-07-25T22:15:00Z,DOWN,YES,,64326.24,official-venue-resolution,t,t,f
doge,doge:1785017700000,1785017700000,1785018600000,2026-07-25T22:15:00Z,DOWN,YES,,0.0721966,official-venue-resolution,t,t,f
eth,eth:1785017700000,1785017700000,1785018600000,2026-07-25T22:15:00Z,UP,YES,,1873.46,official-venue-resolution,f,f,f
hype,hype:1785017700000,1785017700000,1785018600000,2026-07-25T22:15:00Z,UP,YES,,58.1168,official-venue-resolution,f,f,f
sol,sol:1785017700000,1785017700000,1785018600000,2026-07-25T22:15:00Z,DOWN,NO,,74.3328,official-venue-resolution,f,f,f
xrp,xrp:1785017700000,1785017700000,1785018600000,2026-07-25T22:15:00Z,UP,YES,,1.0995,official-venue-resolution,f,f,f
bnb,bnb:1785018600000,1785018600000,1785019500000,2026-07-25T22:30:00Z,DOWN,NO,,569.17,official-venue-resolution,f,f,f
btc,btc:1785018600000,1785018600000,1785019500000,2026-07-25T22:30:00Z,UP,YES,,64332.07,official-venue-resolution,f,f,f
doge,doge:1785018600000,1785018600000,1785019500000,2026-07-25T22:30:00Z,DOWN,NO,,0.072036,official-venue-resolution,f,f,f
eth,eth:1785018600000,1785018600000,1785019500000,2026-07-25T22:30:00Z,UP,YES,,1874.02,official-venue-resolution,f,f,f
hype,hype:1785018600000,1785018600000,1785019500000,2026-07-25T22:30:00Z,DOWN,YES,,58.129,official-venue-resolution,t,t,f
sol,sol:1785018600000,1785018600000,1785019500000,2026-07-25T22:30:00Z,UP,YES,,74.3642,official-venue-resolution,f,f,f
xrp,xrp:1785018600000,1785018600000,1785019500000,2026-07-25T22:30:00Z,UP,YES,,1.0997,official-venue-resolution,f,f,f
bnb,bnb:1785019500000,1785019500000,1785020400000,2026-07-25T22:45:00Z,UP,YES,,569.35,official-venue-resolution,f,f,f
btc,btc:1785019500000,1785019500000,1785020400000,2026-07-25T22:45:00Z,UP,YES,,64352.77,official-venue-resolution,f,f,f
doge,doge:1785019500000,1785019500000,1785020400000,2026-07-25T22:45:00Z,DOWN,NO,,0.0719404,official-venue-resolution,f,f,f
eth,eth:1785019500000,1785019500000,1785020400000,2026-07-25T22:45:00Z,UP,YES,,1874.7,official-venue-resolution,f,f,f
hype,hype:1785019500000,1785019500000,1785020400000,2026-07-25T22:45:00Z,UP,YES,,58.1702,official-venue-resolution,f,f,f
sol,sol:1785019500000,1785019500000,1785020400000,2026-07-25T22:45:00Z,UP,YES,,74.4495,official-venue-resolution,f,f,f
xrp,xrp:1785019500000,1785019500000,1785020400000,2026-07-25T22:45:00Z,UP,YES,,1.0999,official-venue-resolution,f,f,f
bnb,bnb:1785020400000,1785020400000,1785021300000,2026-07-25T23:00:00Z,DOWN,NO,,569.13,official-venue-resolution,f,f,f
btc,btc:1785020400000,1785020400000,1785021300000,2026-07-25T23:00:00Z,DOWN,YES,,64359.54,official-venue-resolution,t,t,f
doge,doge:1785020400000,1785020400000,1785021300000,2026-07-25T23:00:00Z,DOWN,NO,,0.071835,official-venue-resolution,f,f,f
eth,eth:1785020400000,1785020400000,1785021300000,2026-07-25T23:00:00Z,DOWN,NO,,1873.8,official-venue-resolution,f,f,f
hype,hype:1785020400000,1785020400000,1785021300000,2026-07-25T23:00:00Z,UP,NO,,58.1674,official-venue-resolution,t,f,t
sol,sol:1785020400000,1785020400000,1785021300000,2026-07-25T23:00:00Z,DOWN,NO,,74.4287,official-venue-resolution,f,f,f
xrp,xrp:1785020400000,1785020400000,1785021300000,2026-07-25T23:00:00Z,DOWN,NO,,1.0996,official-venue-resolution,f,f,f
bnb,bnb:1785021300000,1785021300000,1785022200000,2026-07-25T23:15:00Z,DOWN,NO,,569.07,official-venue-resolution,f,f,f
btc,btc:1785021300000,1785021300000,1785022200000,2026-07-25T23:15:00Z,DOWN,NO,,64346.28,official-venue-resolution,f,f,f
doge,doge:1785021300000,1785021300000,1785022200000,2026-07-25T23:15:00Z,DOWN,NO,,0.0716906,official-venue-resolution,f,f,f
eth,eth:1785021300000,1785021300000,1785022200000,2026-07-25T23:15:00Z,DOWN,NO,,1873.33,official-venue-resolution,f,f,f
hype,hype:1785021300000,1785021300000,1785022200000,2026-07-25T23:15:00Z,UP,YES,,58.2353,official-venue-resolution,f,f,f
sol,sol:1785021300000,1785021300000,1785022200000,2026-07-25T23:15:00Z,DOWN,NO,,74.388,official-venue-resolution,f,f,f
xrp,xrp:1785021300000,1785021300000,1785022200000,2026-07-25T23:15:00Z,DOWN,NO,,1.0976,official-venue-resolution,f,f,f
bnb,bnb:1785022200000,1785022200000,1785023100000,2026-07-25T23:30:00Z,DOWN,NO,,568.8,official-venue-resolution,f,f,f
btc,btc:1785022200000,1785022200000,1785023100000,2026-07-25T23:30:00Z,DOWN,NO,,64333.74,official-venue-resolution,f,f,f
doge,doge:1785022200000,1785022200000,1785023100000,2026-07-25T23:30:00Z,UP,YES,,0.0717154,official-venue-resolution,f,f,f
eth,eth:1785022200000,1785022200000,1785023100000,2026-07-25T23:30:00Z,UP,YES,,1873.49,official-venue-resolution,f,f,f
hype,hype:1785022200000,1785022200000,1785023100000,2026-07-25T23:30:00Z,DOWN,NO,,58.1314,official-venue-resolution,f,f,f
sol,sol:1785022200000,1785022200000,1785023100000,2026-07-25T23:30:00Z,DOWN,YES,,74.4088,official-venue-resolution,t,t,f
xrp,xrp:1785022200000,1785022200000,1785023100000,2026-07-25T23:30:00Z,DOWN,YES,,1.0976,official-venue-resolution,t,t,f
bnb,bnb:1785023100000,1785023100000,1785024000000,2026-07-25T23:45:00Z,DOWN,NO,,568.73,official-venue-resolution,f,f,f
btc,btc:1785023100000,1785023100000,1785024000000,2026-07-25T23:45:00Z,DOWN,NO,,64320.53,official-venue-resolution,f,f,f
